START_TIME,STOP_TIME,PREDICTION,SOURCE,LABELSET,VIDEO_START_TIME,VIDEO_STOP_TIME
2022-04-12 20:19:09.937,2022-04-12 20:19:41.062000,Standing_With_Movement,Expert,PA TYPE,,
2022-04-12 20:19:41.062,2022-04-12 20:20:21.212000,PA_Type_Other,Expert,PA TYPE,,
2022-04-12 20:20:21.212,2022-04-12 20:21:39.512000,Standing_With_Movement,Expert,PA TYPE,,
2022-04-12 20:21:39.512,2022-04-12 21:08:12.300000,PA_Type_Other,Expert,PA TYPE,,
2022-04-12 21:08:12.300,2022-04-12 21:11:11,Sitting_With_Movement,Expert,PA TYPE,,
2022-04-12 21:11:11.000,2022-04-12 21:11:46.125000,Sitting_With_Movement,Expert,PA TYPE,,
2022-04-12 21:11:46.125,2022-04-12 21:12:57.400000,Standing_With_Movement,Expert,PA TYPE,,
2022-04-12 21:12:57.400,2022-04-12 21:13:12.462000,Standing_With_Movement,Expert,PA TYPE,,
2022-04-12 21:13:12.462,2022-04-12 21:13:31.537000,Walking,Expert,PA TYPE,,
2022-04-12 21:13:44.587,2022-04-12 21:14:03.662000,Standing_With_Movement,Expert,PA TYPE,,
2022-04-12 21:14:03.662,2022-04-12 21:14:22.737000,Walking,Expert,PA TYPE,,
2022-04-12 21:14:22.737,2022-04-12 21:20:05.062000,Puttering_Around,Expert,PA TYPE,,
2022-04-12 21:20:05.062,2022-04-12 21:21:29.387000,Standing_With_Movement,Expert,PA TYPE,,
2022-04-12 21:21:29.387,2022-04-12 21:23:14.787000,Puttering_Around,Expert,PA TYPE,,
2022-04-12 21:23:14.787,2022-04-12 21:25:32.325000,Standing_With_Movement,Expert,PA TYPE,,
2022-04-12 21:25:32.325,2022-04-12 21:28:18.962000,Puttering_Around,Expert,PA TYPE,,
2022-04-12 21:28:18.962,2022-04-12 21:34:35.425000,Puttering_Around,Expert,PA TYPE,,
2022-04-12 21:34:35.425,2022-04-12 21:35:07.537000,Washing_Hands,Expert,PA TYPE,,
2022-04-12 21:35:07.537,2022-04-12 21:36:14.800000,Puttering_Around,Expert,PA TYPE,,
2022-04-12 21:36:14.800,2022-04-12 21:37:56.200000,PA_Type_VideoUnavailable/Indecipherable,Expert,PA TYPE,,
2022-04-12 21:37:56.200,2022-04-12 21:38:42.375000,Puttering_Around,Expert,PA TYPE,,
2022-04-12 21:38:42.375,2022-04-12 21:39:33.575000,Walking,Expert,PA TYPE,,
2022-04-12 21:39:33.575,2022-04-12 21:42:51.337000,Walking,Expert,PA TYPE,,
2022-04-12 21:42:51.337,2022-04-12 21:43:14.425000,Standing_With_Movement,Expert,PA TYPE,,
2022-04-12 21:43:14.425,2022-04-12 21:44:59.825000,Walking,Expert,PA TYPE,,
2022-04-12 21:44:59.825,2022-04-12 21:45:18.900000,Walking_Down_Stairs,Expert,PA TYPE,,
2022-04-12 21:45:18.900,2022-04-12 21:45:39.987000,Walking,Expert,PA TYPE,,
2022-04-12 21:45:39.987,2022-04-12 21:46:05.087000,Walking,Expert,PA TYPE,,
2022-04-12 21:46:05.087,2022-04-12 21:46:10.100000,Walking,Expert,PA TYPE,,
2022-04-12 21:46:10.100,2022-04-12 21:46:42.225000,PA_Type_VideoUnavailable/Indecipherable,Expert,PA TYPE,,
2022-04-12 21:46:42.225,2022-04-12 21:47:25.387000,Walking,Expert,PA TYPE,,
2022-04-12 21:47:25.387,2022-04-12 21:48:32.650000,Standing_With_Movement,Expert,PA TYPE,,
2022-04-12 21:48:32.650,2022-04-12 21:49:04.775000,Walking,Expert,PA TYPE,,
2022-04-12 21:49:04.775,2022-04-12 21:49:16.825000,Standing_With_Movement,Expert,PA TYPE,,
2022-04-12 21:49:16.825,2022-04-12 21:50:10.025000,Puttering_Around,Expert,PA TYPE,,
2022-04-12 21:50:10.025,2022-04-12 21:51:23.312000,PA_Type_VideoUnavailable/Indecipherable,Expert,PA TYPE,,
2022-04-12 21:51:23.312,2022-04-12 21:51:59.450000,Standing_With_Movement,Expert,PA TYPE,,
2022-04-12 21:51:59.450,2022-04-12 21:59:57.300000,Sitting_With_Movement,Expert,PA TYPE,,
2022-04-12 21:59:57.300,2022-04-12 22:15:30.900000,Sitting_With_Movement,Expert,PA TYPE,,
2022-04-12 22:15:30.900,2022-04-12 22:17:28.362000,Sitting_With_Movement,Expert,PA TYPE,,
2022-04-12 22:17:28.362,2022-04-12 22:18:26.587000,Sitting_With_Movement,Expert,PA TYPE,,
2022-04-12 22:18:26.587,2022-04-12 22:18:38.625000,Puttering_Around,Expert,PA TYPE,,
2022-04-12 22:18:38.625,2022-04-12 22:20:18.012000,Sitting_With_Movement,Expert,PA TYPE,,
2022-04-12 22:20:18.012,2022-04-12 22:20:55.150000,Sitting_With_Movement,Expert,PA TYPE,,
2022-04-12 22:20:55.150,2022-04-12 22:24:33,Sitting_With_Movement,Expert,PA TYPE,,
2022-04-12 22:24:33.000,2022-04-12 22:25:07.125000,Puttering_Around,Expert,PA TYPE,,
2022-04-12 22:25:07.125,2022-04-12 22:25:18.175000,Puttering_Around,Expert,PA TYPE,,
2022-04-12 22:25:18.175,2022-04-12 22:29:53.237000,Sitting_With_Movement,Expert,PA TYPE,,
2022-04-12 22:29:53.237,2022-04-12 22:34:18.262000,Sitting_With_Movement,Expert,PA TYPE,,
2022-04-12 22:34:18.262,2022-04-12 23:00:59.437000,PA_Type_VideoUnavailable/Indecipherable,Expert,PA TYPE,,
2022-04-12 23:00:59.437,2022-04-12 23:29:58.162000,PA_Type_VideoUnavailable/Indecipherable,Expert,PA TYPE,,
2022-04-12 23:29:58.162,2022-04-12 23:30:39.312000,Standing_With_Movement,Expert,PA TYPE,,
2022-04-12 23:30:39.312,2022-04-12 23:30:58.387000,Sitting_With_Movement,Expert,PA TYPE,,
2022-04-12 23:30:58.387,2022-04-12 23:34:31.212000,PA_Type_VideoUnavailable/Indecipherable,Expert,PA TYPE,,
2022-04-12 23:34:31.212,2022-04-12 23:34:48.275000,Standing_With_Movement,Expert,PA TYPE,,
2022-04-12 23:34:48.275,2022-04-12 23:39:58.475000,PA_Type_VideoUnavailable/Indecipherable,Expert,PA TYPE,,
2022-04-13 08:09:35.887,2022-04-13 08:19:11.862000,PA_Type_VideoUnavailable/Indecipherable,Expert,PA TYPE,,
2022-04-13 08:19:11.862,2022-04-13 08:19:30.862000,Walking,Expert,PA TYPE,,
2022-04-13 08:19:30.862,2022-04-13 08:20:03.862000,Standing_With_Movement,Expert,PA TYPE,,
