start,end,type,night
1642561470.0,1642562520.0,wake,2022-01-19
1642563330.0,1642563710.0,wake,2022-01-19
1642564310.0,1642564370.0,wake,2022-01-19
1642565240.0,1642565330.0,wake,2022-01-19
1642591440.0,1642591500.0,wake,2022-01-19
1642600480.0,1642601320.0,wake,2022-01-19
1642604620.0,1642606360.0,wake,2022-01-19
1642561220.0,1642562510.0,motion,2022-01-19
1642563280.0,1642563660.0,motion,2022-01-19
1642564000.0,1642564370.0,motion,2022-01-19
1642565200.0,1642565290.0,motion,2022-01-19
1642568590.0,1642568610.0,motion,2022-01-19
1642572270.0,1642572300.0,motion,2022-01-19
1642576620.0,1642576640.0,motion,2022-01-19
1642581390.0,1642581410.0,motion,2022-01-19
1642583290.0,1642583310.0,motion,2022-01-19
1642584510.0,1642584530.0,motion,2022-01-19
1642588840.0,1642588860.0,motion,2022-01-19
1642589530.0,1642589540.0,motion,2022-01-19
1642591390.0,1642591480.0,motion,2022-01-19
1642594240.0,1642594280.0,motion,2022-01-19
1642595310.0,1642595320.0,motion,2022-01-19
1642596710.0,1642596730.0,motion,2022-01-19
1642597050.0,1642597370.0,motion,2022-01-19
1642597960.0,1642597970.0,motion,2022-01-19
1642600390.0,1642601290.0,motion,2022-01-19
1642604590.0,1642607650.0,motion,2022-01-19
1643079690.0,1643080480.0,wake,2022-01-25
1643080850.0,1643083450.0,wake,2022-01-25
1643114850.0,1643115080.0,wake,2022-01-25
1643120830.0,1643121240.0,wake,2022-01-25
1643123410.0,1643123530.0,wake,2022-01-25
1643123910.0,1643123990.0,wake,2022-01-25
1643124860.0,1643124970.0,wake,2022-01-25
1643125300.0,1643125760.0,wake,2022-01-25
1643079620.0,1643083420.0,motion,2022-01-25
1643113500.0,1643113610.0,motion,2022-01-25
1643114800.0,1643115020.0,motion,2022-01-25
1643120810.0,1643121230.0,motion,2022-01-25
1643123380.0,1643123970.0,motion,2022-01-25
1643124800.0,1643125740.0,motion,2022-01-25
1643126330.0,1643126360.0,motion,2022-01-25
1642993750.0,1642994040.0,wake,2022-01-24
1642994620.0,1643000310.0,wake,2022-01-24
1643032140.0,1643033140.0,wake,2022-01-24
1643033680.0,1643035730.0,wake,2022-01-24
1643036070.0,1643036170.0,wake,2022-01-24
1643037380.0,1643038770.0,wake,2022-01-24
1643039190.0,1643039890.0,wake,2022-01-24
1642993630.0,1643000380.0,motion,2022-01-24
1643001470.0,1643001490.0,motion,2022-01-24
1643005260.0,1643005280.0,motion,2022-01-24
1643008380.0,1643008390.0,motion,2022-01-24
1643009430.0,1643009620.0,motion,2022-01-24
1643009990.0,1643010010.0,motion,2022-01-24
1643012230.0,1643012270.0,motion,2022-01-24
1643013250.0,1643013270.0,motion,2022-01-24
1643016930.0,1643016970.0,motion,2022-01-24
1643018260.0,1643018280.0,motion,2022-01-24
1643022240.0,1643022260.0,motion,2022-01-24
1643024390.0,1643024750.0,motion,2022-01-24
1643025340.0,1643025360.0,motion,2022-01-24
1643026310.0,1643026540.0,motion,2022-01-24
1643028120.0,1643028140.0,motion,2022-01-24
1643028700.0,1643029250.0,motion,2022-01-24
1643030220.0,1643030240.0,motion,2022-01-24
1643032100.0,1643033200.0,motion,2022-01-24
1643033640.0,1643036320.0,motion,2022-01-24
1643036870.0,1643036930.0,motion,2022-01-24
1643037330.0,1643039990.0,motion,2022-01-24
1642475470.0,1642478530.0,wake,2022-01-18
1642478890.0,1642479010.0,wake,2022-01-18
1642494390.0,1642494510.0,wake,2022-01-18
1642502170.0,1642502210.0,wake,2022-01-18
1642502520.0,1642502570.0,wake,2022-01-18
