timestamp,AUC_sum,DATETIME,label_wake
1646622000.0,63.849477000000014,2022-03-06 22:00:00,0
1646622010.0,4.253859999999992,2022-03-06 22:00:10,0
1646622020.0,189.591099,2022-03-06 22:00:20,0
1646622030.0,438.044588,2022-03-06 22:00:30,0
1646622040.0,277.344457,2022-03-06 22:00:40,0
1646622050.0,281.27414,2022-03-06 22:00:50,0
1646622060.0,277.748675,2022-03-06 22:01:00,0
1646622070.0,165.820154,2022-03-06 22:01:10,0
1646622080.0,149.66025499999998,2022-03-06 22:01:20,0
1646622090.0,189.012216,2022-03-06 22:01:30,0
1646622100.0,7.746268000000003,2022-03-06 22:01:40,0
1646622110.0,118.507128,2022-03-06 22:01:50,0
1646622120.0,484.660066,2022-03-06 22:02:00,0
1646622130.0,70.66581899999997,2022-03-06 22:02:10,0
1646622140.0,167.108754,2022-03-06 22:02:20,0
1646622150.0,160.274777,2022-03-06 22:02:30,0
1646622160.0,229.202417,2022-03-06 22:02:40,0
1646622170.0,617.6505,2022-03-06 22:02:50,0
1646622180.0,391.221412,2022-03-06 22:03:00,0
1646622190.0,173.647028,2022-03-06 22:03:10,0
1646622200.0,134.12190900000002,2022-03-06 22:03:20,0
1646622210.0,110.866188,2022-03-06 22:03:30,0
1646622220.0,194.160994,2022-03-06 22:03:40,0
1646622230.0,551.749653,2022-03-06 22:03:50,0
1646622240.0,342.96183800000006,2022-03-06 22:04:00,0
1646622250.0,164.62077,2022-03-06 22:04:10,0
1646622260.0,259.993057,2022-03-06 22:04:20,0
1646622270.0,301.557406,2022-03-06 22:04:30,0
1646622280.0,290.095185,2022-03-06 22:04:40,0
1646622290.0,56.731224000000005,2022-03-06 22:04:50,0
1646622300.0,288.334399,2022-03-06 22:05:00,0
1646622310.0,167.59600199999997,2022-03-06 22:05:10,0
1646622320.0,67.95694799999998,2022-03-06 22:05:20,0
1646622330.0,22.64872199999998,2022-03-06 22:05:30,0
1646622340.0,27.39788600000001,2022-03-06 22:05:40,0
1646622350.0,343.08271,2022-03-06 22:05:50,0
1646622360.0,450.754359,2022-03-06 22:06:00,0
1646622370.0,218.675175,2022-03-06 22:06:10,0
1646622380.0,17.823774000000004,2022-03-06 22:06:20,0
1646622390.0,4.034592000000003,2022-03-06 22:06:30,0
1646622400.0,5.554598999999998,2022-03-06 22:06:40,0
1646622410.0,4.669431999999989,2022-03-06 22:06:50,0
1646622420.0,4.488865999999988,2022-03-06 22:07:00,0
1646622430.0,4.1839770000000005,2022-03-06 22:07:10,0
1646622440.0,3.9746360000000025,2022-03-06 22:07:20,0
1646622450.0,3.861583999999999,2022-03-06 22:07:30,0
1646622460.0,3.9435610000000025,2022-03-06 22:07:40,0
1646622470.0,4.033196000000003,2022-03-06 22:07:50,0
1646622480.0,172.077577,2022-03-06 22:08:00,0
1646622490.0,90.07964299999998,2022-03-06 22:08:10,0
1646622500.0,23.852298,2022-03-06 22:08:20,0
1646622510.0,113.40639,2022-03-06 22:08:30,0
1646622520.0,213.952998,2022-03-06 22:08:40,0
1646622530.0,48.38470100000001,2022-03-06 22:08:50,0
1646622540.0,4.598307999999996,2022-03-06 22:09:00,0
1646622550.0,5.003351000000004,2022-03-06 22:09:10,0
1646622560.0,87.761157,2022-03-06 22:09:20,0
1646622570.0,12.300662000000004,2022-03-06 22:09:30,0
1646622580.0,3.9027420000000026,2022-03-06 22:09:40,0
1646622590.0,5.342667000000006,2022-03-06 22:09:50,0
1646622600.0,195.94741,2022-03-06 22:10:00,0
1646622610.0,112.412855,2022-03-06 22:10:10,0
1646622620.0,14.681867000000008,2022-03-06 22:10:20,0
1646622630.0,4.594128000000008,2022-03-06 22:10:30,0
1646622640.0,6.520343000000005,2022-03-06 22:10:40,0
1646622650.0,5.496992000000006,2022-03-06 22:10:50,0
1646622660.0,4.210839,2022-03-06 22:11:00,0
1646622670.0,4.252769999999999,2022-03-06 22:11:10,0
1646622680.0,5.207936999999999,2022-03-06 22:11:20,0
1646622690.0,5.996975000000004,2022-03-06 22:11:30,0
1646622700.0,4.709543000000006,2022-03-06 22:11:40,0
1646622710.0,4.514572000000003,2022-03-06 22:11:50,0
1646622720.0,6.666550000000003,2022-03-06 22:12:00,0
1646622730.0,5.929281000000004,2022-03-06 22:12:10,0
1646622740.0,8.240832000000005,2022-03-06 22:12:20,0
1646622750.0,4.377670000000003,2022-03-06 22:12:30,0
1646622760.0,15.937020000000004,2022-03-06 22:12:40,0
1646622770.0,119.79049299999998,2022-03-06 22:12:50,0
1646622780.0,9.577222999999991,2022-03-06 22:13:00,0
1646622790.0,8.584747000000002,2022-03-06 22:13:10,0
1646622800.0,188.521669,2022-03-06 22:13:20,0
1646622810.0,339.63283,2022-03-06 22:13:30,0
1646622820.0,103.32354499999995,2022-03-06 22:13:40,0
1646622830.0,3.650895999999996,2022-03-06 22:13:50,0
1646622840.0,3.6192280000000014,2022-03-06 22:14:00,0
1646622850.0,3.6657029999999953,2022-03-06 22:14:10,0
1646622860.0,3.570886000000004,2022-03-06 22:14:20,0
1646622870.0,15.208481999999991,2022-03-06 22:14:30,0
1646622880.0,7.211979999999995,2022-03-06 22:14:40,0
1646622890.0,6.52460599999999,2022-03-06 22:14:50,0
1646622900.0,4.074170999999995,2022-03-06 22:15:00,0
1646622910.0,3.683355999999992,2022-03-06 22:15:10,0
1646622920.0,3.5551079999999904,2022-03-06 22:15:20,0
1646622930.0,33.947146,2022-03-06 22:15:30,0
1646622940.0,8.862810999999994,2022-03-06 22:15:40,0
1646622950.0,3.672889000000007,2022-03-06 22:15:50,0
1646622960.0,3.4192310000000115,2022-03-06 22:16:00,0
1646622970.0,9.398902000000009,2022-03-06 22:16:10,0
1646622980.0,451.517495,2022-03-06 22:16:20,0
1646622990.0,204.404446,2022-03-06 22:16:30,0
1646623000.0,191.101431,2022-03-06 22:16:40,0
1646623010.0,186.38551300000003,2022-03-06 22:16:50,0
1646623020.0,373.395388,2022-03-06 22:17:00,0
1646623030.0,435.632936,2022-03-06 22:17:10,0
1646623040.0,618.824735,2022-03-06 22:17:20,0
1646623050.0,143.88937599999997,2022-03-06 22:17:30,0
1646623060.0,6.228888999999984,2022-03-06 22:17:40,0
1646623070.0,15.493468999999992,2022-03-06 22:17:50,0
1646623080.0,14.809221999999986,2022-03-06 22:18:00,0
1646623090.0,5.7905309999999925,2022-03-06 22:18:10,0
1646623100.0,3.2342019999999865,2022-03-06 22:18:20,0
1646623110.0,6.579094999999991,2022-03-06 22:18:30,0
1646623120.0,6.293358000000002,2022-03-06 22:18:40,0
1646623130.0,3.571852,2022-03-06 22:18:50,0
1646623140.0,3.699031999999996,2022-03-06 22:19:00,0
1646623150.0,4.57716799999999,2022-03-06 22:19:10,0
1646623160.0,3.773868999999993,2022-03-06 22:19:20,0
1646623170.0,3.644589999999991,2022-03-06 22:19:30,0
1646623180.0,28.64649699999999,2022-03-06 22:19:40,0
1646623190.0,17.717799999999993,2022-03-06 22:19:50,0
1646623200.0,179.537688,2022-03-06 22:20:00,0
1646623210.0,31.609472,2022-03-06 22:20:10,0
1646623220.0,105.38407199999996,2022-03-06 22:20:20,0
1646623230.0,231.464129,2022-03-06 22:20:30,0
1646623240.0,721.062174,2022-03-06 22:20:40,0
1646623250.0,506.199273,2022-03-06 22:20:50,0
1646623260.0,310.730937,2022-03-06 22:21:00,0
1646623270.0,304.7187,2022-03-06 22:21:10,0
1646623280.0,211.19953,2022-03-06 22:21:20,0
1646623290.0,412.804118,2022-03-06 22:21:30,0
1646623300.0,436.281651,2022-03-06 22:21:40,0
1646623310.0,589.696112,2022-03-06 22:21:50,0
1646623320.0,571.654636,2022-03-06 22:22:00,0
1646623330.0,455.693272,2022-03-06 22:22:10,0
1646623340.0,516.9340569999999,2022-03-06 22:22:20,0
1646623350.0,173.631796,2022-03-06 22:22:30,0
1646623360.0,26.161737999999986,2022-03-06 22:22:40,0
1646623370.0,563.532916,2022-03-06 22:22:50,0
1646623380.0,588.614636,2022-03-06 22:23:00,0
1646623390.0,475.560432,2022-03-06 22:23:10,0
1646623400.0,479.446891,2022-03-06 22:23:20,0
1646623410.0,591.262655,2022-03-06 22:23:30,0
1646623420.0,429.355201,2022-03-06 22:23:40,0
1646623430.0,321.292289,2022-03-06 22:23:50,0
1646623440.0,399.303498,2022-03-06 22:24:00,0
1646623450.0,314.226066,2022-03-06 22:24:10,0
1646623460.0,313.732066,2022-03-06 22:24:20,0
1646623470.0,303.885434,2022-03-06 22:24:30,0
