START_TIME,STOP_TIME,PREDICTION,SOURCE,LABELSET,VIDEO_START_TIME,VIDEO_STOP_TIME
2021-11-29 20:03:41.850,2021-11-29 20:07:37.837000,HLB_Indecipherable/Video_Insufficient,Expert,HIGH LEVEL BEHAVIOR,,
2021-11-29 20:07:43.837,2021-11-29 20:08:46.837000,HLB_Unlabeled,Expert,HIGH LEVEL BEHAVIOR,,
2021-11-29 20:08:53.825,2021-11-29 20:15:20.812000,HLB_Unlabeled,Expert,HIGH LEVEL BEHAVIOR,,
2021-11-29 20:15:26.812,2021-11-29 20:16:36.812000,HLB_Unlabeled,Expert,HIGH LEVEL BEHAVIOR,,
2021-11-29 20:16:38.812,2021-11-29 20:16:49.812000,HLB_Unlabeled,Expert,HIGH LEVEL BEHAVIOR,,
2021-11-29 20:16:51.812,2021-11-29 20:17:26.800000,HLB_Unlabeled,Expert,HIGH LEVEL BEHAVIOR,,
2021-11-29 20:17:27.800,2021-11-29 20:18:04.800000,HLB_Unlabeled,Expert,HIGH LEVEL BEHAVIOR,,
2021-11-29 20:18:07.800,2021-11-29 20:18:33.800000,HLB_Unlabeled,Expert,HIGH LEVEL BEHAVIOR,,
2021-11-29 20:18:36.800,2021-11-29 20:19:55.800000,HLB_Unlabeled,Expert,HIGH LEVEL BEHAVIOR,,
2021-11-29 20:19:58.800,2021-11-29 20:23:40.787000,HLB_Unlabeled,Expert,HIGH LEVEL BEHAVIOR,,
2021-11-29 20:23:43.787,2021-11-29 20:23:52.787000,HLB_Unlabeled,Expert,HIGH LEVEL BEHAVIOR,,
2021-11-29 20:23:56.787,2021-11-29 20:24:36.787000,HLB_Unlabeled,Expert,HIGH LEVEL BEHAVIOR,,
2021-11-29 20:24:39.787,2021-11-29 20:29:06.762000,HLB_Unlabeled,Expert,HIGH LEVEL BEHAVIOR,,
2021-11-29 20:29:08.762,2021-11-29 20:29:25.762000,HLB_Unlabeled,Expert,HIGH LEVEL BEHAVIOR,,
2021-11-29 20:31:51.762,2021-11-29 20:32:00.762000,HLB_Unlabeled,Expert,HIGH LEVEL BEHAVIOR,,
2021-11-29 20:32:02.762,2021-11-29 20:32:26.762000,HLB_Unlabeled,Expert,HIGH LEVEL BEHAVIOR,,
2021-11-29 20:32:32.762,2021-11-29 20:33:16.750000,HLB_Unlabeled,Expert,HIGH LEVEL BEHAVIOR,,
2021-11-29 20:33:18.750,2021-11-29 20:34:07.750000,HLB_Unlabeled,Expert,HIGH LEVEL BEHAVIOR,,
2021-11-29 20:34:21.750,2021-11-29 20:35:39.750000,HLB_Unlabeled,Expert,HIGH LEVEL BEHAVIOR,,
2021-11-29 20:35:51.750,2021-11-29 20:38:50.737000,HLB_Unlabeled,Expert,HIGH LEVEL BEHAVIOR,,
2021-11-29 20:39:27.737,2021-11-29 20:39:38.737000,HLB_Unlabeled,Expert,HIGH LEVEL BEHAVIOR,,
2021-11-29 20:39:42.737,2021-11-29 20:41:11.725000,HLB_Unlabeled,Expert,HIGH LEVEL BEHAVIOR,,
2021-11-29 20:41:17.725,2021-11-29 20:41:40.725000,HLB_Unlabeled,Expert,HIGH LEVEL BEHAVIOR,,
2021-11-29 20:41:44.725,2021-11-29 20:42:22.725000,HLB_Unlabeled,Expert,HIGH LEVEL BEHAVIOR,,
2021-11-29 20:42:22.725,2021-11-29 20:44:02.725000,HLB_Unlabeled,Expert,HIGH LEVEL BEHAVIOR,,
2021-11-29 20:44:12.725,2021-11-29 20:45:13.712000,HLB_Unlabeled,Expert,HIGH LEVEL BEHAVIOR,,
2021-11-29 20:45:20.712,2021-11-29 21:05:45.650000,WatchingTV/Movies,Expert,HIGH LEVEL BEHAVIOR,,
2021-11-29 21:05:54.650,2021-11-29 21:11:45.637000,WatchingTV/Movies,Expert,HIGH LEVEL BEHAVIOR,,
2021-11-29 21:12:08.637,2021-11-29 21:15:28.625000,WatchingTV/Movies,Expert,HIGH LEVEL BEHAVIOR,,
2021-11-29 21:16:02.625,2021-11-29 21:16:15.625000,WatchingTV/Movies,Expert,HIGH LEVEL BEHAVIOR,,
2021-11-29 21:16:35.625,2021-11-29 21:17:09.625000,HLB_Unlabeled,Expert,HIGH LEVEL BEHAVIOR,,
2021-11-29 21:17:29.612,2021-11-29 21:18:22.612000,WatchingTV/Movies,Expert,HIGH LEVEL BEHAVIOR,,
2021-11-29 21:18:36.612,2021-11-29 21:28:56.587000,WatchingTV/Movies,Expert,HIGH LEVEL BEHAVIOR,,
2021-11-29 21:29:16.575,2021-11-29 21:29:41.575000,WatchingTV/Movies,Expert,HIGH LEVEL BEHAVIOR,,
2021-11-29 21:30:06.575,2021-11-29 21:34:09.562000,WatchingTV/Movies,Expert,HIGH LEVEL BEHAVIOR,,
2021-11-29 21:34:19.562,2021-11-29 21:34:32.562000,HLB_Unlabeled,Expert,HIGH LEVEL BEHAVIOR,,
2021-11-29 21:34:41.562,2021-11-29 21:35:55.562000,WatchingTV/Movies,Expert,HIGH LEVEL BEHAVIOR,,
