timestamp,date,is_wake
1640660400.0,2021-12-27,0
1640660410.0,2021-12-27,0
1640660420.0,2021-12-27,0
1640660430.0,2021-12-27,0
1640660440.0,2021-12-27,0
1640660450.0,2021-12-27,0
1640660460.0,2021-12-27,0
1640660470.0,2021-12-27,0
1640660480.0,2021-12-27,0
1640660490.0,2021-12-27,0
1640660500.0,2021-12-27,0
1640660510.0,2021-12-27,0
1640660520.0,2021-12-27,0
1640660530.0,2021-12-27,0
1640660540.0,2021-12-27,0
1640660550.0,2021-12-27,0
1640660560.0,2021-12-27,0
1640660570.0,2021-12-27,0
1640660580.0,2021-12-27,0
1640660590.0,2021-12-27,0
1640660600.0,2021-12-27,0
1640660610.0,2021-12-27,0
1640660620.0,2021-12-27,0
1640660630.0,2021-12-27,0
1640660640.0,2021-12-27,0
1640660650.0,2021-12-27,0
1640660660.0,2021-12-27,0
1640660670.0,2021-12-27,0
1640660680.0,2021-12-27,0
1640660690.0,2021-12-27,0
1640660700.0,2021-12-27,0
1640660710.0,2021-12-27,0
1640660720.0,2021-12-27,0
1640660730.0,2021-12-27,0
1640660740.0,2021-12-27,0
1640660750.0,2021-12-27,0
1640660760.0,2021-12-27,0
1640660770.0,2021-12-27,0
1640660780.0,2021-12-27,0
1640660790.0,2021-12-27,0
1640660800.0,2021-12-27,0
1640660810.0,2021-12-27,0
1640660820.0,2021-12-27,0
1640660830.0,2021-12-27,0
1640660840.0,2021-12-27,0
1640660850.0,2021-12-27,0
1640660860.0,2021-12-27,0
1640660870.0,2021-12-27,0
1640660880.0,2021-12-27,0
1640660890.0,2021-12-27,0
1640660900.0,2021-12-27,0
1640660910.0,2021-12-27,0
1640660920.0,2021-12-27,0
1640660930.0,2021-12-27,0
1640660940.0,2021-12-27,0
1640660950.0,2021-12-27,0
1640660960.0,2021-12-27,0
1640660970.0,2021-12-27,0
1640660980.0,2021-12-27,0
1640660990.0,2021-12-27,0
1640661000.0,2021-12-27,0
1640661010.0,2021-12-27,0
1640661020.0,2021-12-27,0
1640661030.0,2021-12-27,0
1640661040.0,2021-12-27,0
1640661050.0,2021-12-27,0
1640661060.0,2021-12-27,0
1640661070.0,2021-12-27,0
1640661080.0,2021-12-27,0
1640661090.0,2021-12-27,0
1640661100.0,2021-12-27,0
1640661110.0,2021-12-27,0
1640661120.0,2021-12-27,0
1640661130.0,2021-12-27,0
1640661140.0,2021-12-27,0
1640661150.0,2021-12-27,0
1640661160.0,2021-12-27,0
1640661170.0,2021-12-27,0
1640661180.0,2021-12-27,0
1640661190.0,2021-12-27,0
1640661200.0,2021-12-27,0
1640661210.0,2021-12-27,0
1640661220.0,2021-12-27,0
1640661230.0,2021-12-27,0
1640661240.0,2021-12-27,0
1640661250.0,2021-12-27,0
1640661260.0,2021-12-27,0
1640661270.0,2021-12-27,0
1640661280.0,2021-12-27,0
1640661290.0,2021-12-27,0
1640661300.0,2021-12-27,0
1640661310.0,2021-12-27,0
1640661320.0,2021-12-27,0
1640661330.0,2021-12-27,0
1640661340.0,2021-12-27,0
1640661350.0,2021-12-27,0
1640661360.0,2021-12-27,0
1640661370.0,2021-12-27,0
1640661380.0,2021-12-27,0
1640661390.0,2021-12-27,0
1640661400.0,2021-12-27,0
1640661410.0,2021-12-27,0
1640661420.0,2021-12-27,0
1640661430.0,2021-12-27,0
1640661440.0,2021-12-27,0
1640661450.0,2021-12-27,0
1640661460.0,2021-12-27,0
1640661470.0,2021-12-27,0
1640661480.0,2021-12-27,0
1640661490.0,2021-12-27,0
1640661500.0,2021-12-27,0
1640661510.0,2021-12-27,0
1640661520.0,2021-12-27,0
1640661530.0,2021-12-27,0
1640661540.0,2021-12-27,0
1640661550.0,2021-12-27,0
1640661560.0,2021-12-27,0
1640661570.0,2021-12-27,0
1640661580.0,2021-12-27,0
1640661590.0,2021-12-27,0
1640661600.0,2021-12-27,0
1640661610.0,2021-12-27,0
1640661620.0,2021-12-27,0
1640661630.0,2021-12-27,0
1640661640.0,2021-12-27,0
1640661650.0,2021-12-27,0
1640661660.0,2021-12-27,0
1640661670.0,2021-12-27,0
1640661680.0,2021-12-27,0
1640661690.0,2021-12-27,0
1640661700.0,2021-12-27,0
1640661710.0,2021-12-27,0
1640661720.0,2021-12-27,0
1640661730.0,2021-12-27,0
1640661740.0,2021-12-27,0
1640661750.0,2021-12-27,0
1640661760.0,2021-12-27,0
1640661770.0,2021-12-27,0
1640661780.0,2021-12-27,0
1640661790.0,2021-12-27,0
1640661800.0,2021-12-27,0
1640661810.0,2021-12-27,0
1640661820.0,2021-12-27,0
1640661830.0,2021-12-27,0
1640661840.0,2021-12-27,0
1640661850.0,2021-12-27,0
1640661860.0,2021-12-27,0
1640661870.0,2021-12-27,0
1640661880.0,2021-12-27,0
1640661890.0,2021-12-27,0
1640661900.0,2021-12-27,0
1640661910.0,2021-12-27,0
1640661920.0,2021-12-27,0
1640661930.0,2021-12-27,0
1640661940.0,2021-12-27,0
1640661950.0,2021-12-27,0
1640661960.0,2021-12-27,0
1640661970.0,2021-12-27,0
1640661980.0,2021-12-27,0
1640661990.0,2021-12-27,0
1640662000.0,2021-12-27,0
1640662010.0,2021-12-27,0
1640662020.0,2021-12-27,0
1640662030.0,2021-12-27,0
1640662040.0,2021-12-27,0
1640662050.0,2021-12-27,0
1640662060.0,2021-12-27,0
1640662070.0,2021-12-27,0
1640662080.0,2021-12-27,0
1640662090.0,2021-12-27,0
1640662100.0,2021-12-27,0
1640662110.0,2021-12-27,0
1640662120.0,2021-12-27,0
1640662130.0,2021-12-27,0
1640662140.0,2021-12-27,0
1640662150.0,2021-12-27,0
1640662160.0,2021-12-27,0
1640662170.0,2021-12-27,0
1640662180.0,2021-12-27,0
1640662190.0,2021-12-27,0
1640662200.0,2021-12-27,0
1640662210.0,2021-12-27,0
1640662220.0,2021-12-27,0
1640662230.0,2021-12-27,0
1640662240.0,2021-12-27,0
1640662250.0,2021-12-27,0
1640662260.0,2021-12-27,0
1640662270.0,2021-12-27,0
1640662280.0,2021-12-27,0
1640662290.0,2021-12-27,0
1640662300.0,2021-12-27,0
1640662310.0,2021-12-27,0
1640662320.0,2021-12-27,0
1640662330.0,2021-12-27,0
1640662340.0,2021-12-27,0
1640662350.0,2021-12-27,0
1640662360.0,2021-12-27,0
1640662370.0,2021-12-27,0
1640662380.0,2021-12-27,0
1640662390.0,2021-12-27,0
1640662400.0,2021-12-27,0
1640662410.0,2021-12-27,0
1640662420.0,2021-12-27,0
1640662430.0,2021-12-27,0
1640662440.0,2021-12-27,0
1640662450.0,2021-12-27,0
1640662460.0,2021-12-27,0
1640662470.0,2021-12-27,0
1640662480.0,2021-12-27,0
1640662490.0,2021-12-27,0
1640662500.0,2021-12-27,0
1640662510.0,2021-12-27,0
1640662520.0,2021-12-27,0
1640662530.0,2021-12-27,0
1640662540.0,2021-12-27,0
1640662550.0,2021-12-27,0
1640662560.0,2021-12-27,0
1640662570.0,2021-12-27,0
1640662580.0,2021-12-27,0
1640662590.0,2021-12-27,0
1640662600.0,2021-12-27,0
1640662610.0,2021-12-27,0
1640662620.0,2021-12-27,0
1640662630.0,2021-12-27,0
1640662640.0,2021-12-27,0
1640662650.0,2021-12-27,0
1640662660.0,2021-12-27,0
1640662670.0,2021-12-27,0
1640662680.0,2021-12-27,0
1640662690.0,2021-12-27,0
1640662700.0,2021-12-27,0
1640662710.0,2021-12-27,0
1640662720.0,2021-12-27,0
1640662730.0,2021-12-27,0
1640662740.0,2021-12-27,0
1640662750.0,2021-12-27,0
1640662760.0,2021-12-27,0
1640662770.0,2021-12-27,0
1640662780.0,2021-12-27,0
1640662790.0,2021-12-27,0
1640662800.0,2021-12-27,0
1640662810.0,2021-12-27,0
1640662820.0,2021-12-27,0
1640662830.0,2021-12-27,0
1640662840.0,2021-12-27,0
1640662850.0,2021-12-27,0
1640662860.0,2021-12-27,0
1640662870.0,2021-12-27,0
1640662880.0,2021-12-27,0
1640662890.0,2021-12-27,0
1640662900.0,2021-12-27,0
1640662910.0,2021-12-27,0
1640662920.0,2021-12-27,0
1640662930.0,2021-12-27,0
1640662940.0,2021-12-27,0
1640662950.0,2021-12-27,0
1640662960.0,2021-12-27,0
1640662970.0,2021-12-27,0
1640662980.0,2021-12-27,0
1640662990.0,2021-12-27,0
1640663000.0,2021-12-27,0
1640663010.0,2021-12-27,0
1640663020.0,2021-12-27,0
1640663030.0,2021-12-27,0
1640663040.0,2021-12-27,0
1640663050.0,2021-12-27,0
1640663060.0,2021-12-27,0
1640663070.0,2021-12-27,0
1640663080.0,2021-12-27,0
1640663090.0,2021-12-27,0
1640663100.0,2021-12-27,0
1640663110.0,2021-12-27,0
1640663120.0,2021-12-27,0
1640663130.0,2021-12-27,0
1640663140.0,2021-12-27,0
1640663150.0,2021-12-27,0
1640663160.0,2021-12-27,0
1640663170.0,2021-12-27,0
1640663180.0,2021-12-27,0
1640663190.0,2021-12-27,0
1640663200.0,2021-12-27,0
1640663210.0,2021-12-27,0
1640663220.0,2021-12-27,0
1640663230.0,2021-12-27,0
1640663240.0,2021-12-27,0
1640663250.0,2021-12-27,0
1640663260.0,2021-12-27,0
1640663270.0,2021-12-27,0
1640663280.0,2021-12-27,0
1640663290.0,2021-12-27,0
1640663300.0,2021-12-27,0
1640663310.0,2021-12-27,0
1640663320.0,2021-12-27,0
1640663330.0,2021-12-27,0
1640663340.0,2021-12-27,0
1640663350.0,2021-12-27,0
1640663360.0,2021-12-27,0
1640663370.0,2021-12-27,0
1640663380.0,2021-12-27,0
1640663390.0,2021-12-27,0
1640663400.0,2021-12-27,0
1640663410.0,2021-12-27,0
1640663420.0,2021-12-27,0
1640663430.0,2021-12-27,0
1640663440.0,2021-12-27,0
1640663450.0,2021-12-27,0
1640663460.0,2021-12-27,0
1640663470.0,2021-12-27,0
1640663480.0,2021-12-27,0
1640663490.0,2021-12-27,0
1640663500.0,2021-12-27,0
1640663510.0,2021-12-27,0
1640663520.0,2021-12-27,0
1640663530.0,2021-12-27,0
1640663540.0,2021-12-27,0
1640663550.0,2021-12-27,0
1640663560.0,2021-12-27,0
1640663570.0,2021-12-27,0
1640663580.0,2021-12-27,0
1640663590.0,2021-12-27,0
1640663600.0,2021-12-27,0
1640663610.0,2021-12-27,0
1640663620.0,2021-12-27,0
1640663630.0,2021-12-27,0
1640663640.0,2021-12-27,0
1640663650.0,2021-12-27,0
1640663660.0,2021-12-27,0
1640663670.0,2021-12-27,0
1640663680.0,2021-12-27,0
1640663690.0,2021-12-27,0
1640663700.0,2021-12-27,0
1640663710.0,2021-12-27,0
1640663720.0,2021-12-27,0
1640663730.0,2021-12-27,0
1640663740.0,2021-12-27,0
1640663750.0,2021-12-27,0
1640663760.0,2021-12-27,0
1640663770.0,2021-12-27,0
1640663780.0,2021-12-27,0
1640663790.0,2021-12-27,0
1640663800.0,2021-12-27,0
1640663810.0,2021-12-27,0
1640663820.0,2021-12-27,0
1640663830.0,2021-12-27,0
1640663840.0,2021-12-27,0
1640663850.0,2021-12-27,0
1640663860.0,2021-12-27,0
1640663870.0,2021-12-27,0
1640663880.0,2021-12-27,0
1640663890.0,2021-12-27,0
1640663900.0,2021-12-27,0
1640663910.0,2021-12-27,0
1640663920.0,2021-12-27,0
1640663930.0,2021-12-27,0
1640663940.0,2021-12-27,0
1640663950.0,2021-12-27,0
1640663960.0,2021-12-27,0
1640663970.0,2021-12-27,0
1640663980.0,2021-12-27,0
1640663990.0,2021-12-27,0
1640664000.0,2021-12-27,0
1640664010.0,2021-12-27,0
1640664020.0,2021-12-27,0
1640664030.0,2021-12-27,0
1640664040.0,2021-12-27,0
1640664050.0,2021-12-27,0
1640664060.0,2021-12-27,0
1640664070.0,2021-12-27,0
1640664080.0,2021-12-27,0
1640664090.0,2021-12-27,0
1640664100.0,2021-12-27,0
1640664110.0,2021-12-27,0
1640664120.0,2021-12-27,0
1640664130.0,2021-12-27,0
1640664140.0,2021-12-27,0
1640664150.0,2021-12-27,0
1640664160.0,2021-12-27,0
1640664170.0,2021-12-27,0
1640664180.0,2021-12-27,0
1640664190.0,2021-12-27,0
1640664200.0,2021-12-27,0
1640664210.0,2021-12-27,0
1640664220.0,2021-12-27,0
1640664230.0,2021-12-27,0
1640664240.0,2021-12-27,0
1640664250.0,2021-12-27,0
1640664260.0,2021-12-27,0
1640664270.0,2021-12-27,0
1640664280.0,2021-12-27,0
1640664290.0,2021-12-27,0
1640664300.0,2021-12-27,0
1640664310.0,2021-12-27,0
1640664320.0,2021-12-27,0
1640664330.0,2021-12-27,0
