timestamp,is_motion
1648864800.0,0
1648864810.0,0
1648864820.0,0
1648864830.0,0
1648864840.0,0
1648864850.0,0
1648864860.0,0
1648864870.0,0
1648864880.0,0
1648864890.0,0
1648864900.0,0
1648864910.0,0
1648864920.0,0
1648864930.0,0
1648864940.0,0
1648864950.0,1
1648864960.0,1
1648864970.0,1
1648864980.0,1
1648864990.0,1
1648865000.0,1
1648865010.0,1
1648865020.0,1
1648865030.0,1
1648865040.0,1
1648865050.0,0
1648865060.0,0
1648865070.0,1
1648865080.0,1
1648865090.0,1
1648865100.0,1
1648865110.0,1
1648865120.0,1
1648865130.0,1
1648865140.0,1
1648865150.0,1
1648865160.0,1
1648865170.0,1
1648865180.0,1
1648865190.0,1
1648865200.0,1
1648865210.0,1
1648865220.0,1
1648865230.0,1
1648865240.0,1
1648865250.0,1
1648865260.0,1
1648865270.0,1
1648865280.0,0
1648865290.0,0
1648865300.0,0
1648865310.0,0
1648865320.0,0
1648865330.0,1
1648865340.0,1
1648865350.0,1
1648865360.0,1
1648865370.0,1
1648865380.0,1
1648865390.0,1
1648865400.0,1
1648865410.0,1
1648865420.0,1
1648865430.0,1
1648865440.0,1
1648865450.0,1
1648865460.0,1
1648865470.0,1
1648865480.0,1
1648865490.0,1
1648865500.0,1
1648865510.0,1
1648865520.0,1
1648865530.0,1
1648865540.0,1
1648865550.0,1
1648865560.0,1
1648865570.0,1
1648865580.0,1
1648865590.0,1
1648865600.0,1
1648865610.0,1
1648865620.0,1
1648865630.0,1
1648865640.0,1
1648865650.0,1
1648865660.0,1
1648865670.0,1
1648865680.0,1
1648865690.0,1
1648865700.0,1
1648865710.0,1
1648865720.0,1
1648865730.0,1
1648865740.0,1
1648865750.0,1
1648865760.0,1
1648865770.0,1
1648865780.0,1
1648865790.0,0
1648865800.0,0
1648865810.0,0
1648865820.0,0
1648865830.0,0
1648865840.0,0
1648865850.0,0
1648865860.0,0
1648865870.0,0
1648865880.0,0
1648865890.0,0
1648865900.0,0
1648865910.0,0
1648865920.0,0
1648865930.0,0
1648865940.0,0
1648865950.0,1
1648865960.0,1
1648865970.0,1
1648865980.0,1
1648865990.0,1
1648866000.0,0
1648866010.0,0
1648866020.0,0
1648866030.0,0
1648866040.0,0
1648866050.0,0
1648866060.0,0
1648866070.0,0
1648866080.0,0
1648866090.0,0
1648866100.0,0
1648866110.0,0
1648866120.0,0
1648866130.0,0
1648866140.0,0
1648866150.0,0
1648866160.0,0
1648866170.0,0
1648866180.0,0
1648866190.0,0
1648866200.0,0
1648866210.0,0
1648866220.0,0
1648866230.0,0
1648866240.0,0
1648866250.0,0
1648866260.0,0
1648866270.0,0
1648866280.0,0
1648866290.0,0
1648866300.0,0
1648866310.0,0
