start,end,type,night
1651024960.0,1651028030.0,wake,2022-04-27
1651028440.0,1651029490.0,wake,2022-04-27
1651030090.0,1651030120.0,wake,2022-04-27
1651030520.0,1651031860.0,wake,2022-04-27
1651032220.0,1651032750.0,wake,2022-04-27
1651034150.0,1651034220.0,wake,2022-04-27
1651034690.0,1651034810.0,wake,2022-04-27
1651035310.0,1651035570.0,wake,2022-04-27
1651036040.0,1651036230.0,wake,2022-04-27
1651036710.0,1651037550.0,wake,2022-04-27
1651038200.0,1651038340.0,wake,2022-04-27
1651040650.0,1651041120.0,wake,2022-04-27
1651041620.0,1651041940.0,wake,2022-04-27
1651049230.0,1651049320.0,wake,2022-04-27
1651060260.0,1651060320.0,wake,2022-04-27
1651024820.0,1651029710.0,motion,2022-04-27
1651030030.0,1651033070.0,motion,2022-04-27
1651033400.0,1651033500.0,motion,2022-04-27
1651034100.0,1651037630.0,motion,2022-04-27
1651038150.0,1651038710.0,motion,2022-04-27
1651040620.0,1651041110.0,motion,2022-04-27
1651041590.0,1651041900.0,motion,2022-04-27
1651044630.0,1651044650.0,motion,2022-04-27
1651047650.0,1651047670.0,motion,2022-04-27
1651047990.0,1651048010.0,motion,2022-04-27
1651048830.0,1651049290.0,motion,2022-04-27
1651049900.0,1651050090.0,motion,2022-04-27
1651050560.0,1651051010.0,motion,2022-04-27
1651052090.0,1651052310.0,motion,2022-04-27
1651052750.0,1651052950.0,motion,2022-04-27
1651054050.0,1651054060.0,motion,2022-04-27
1651054430.0,1651054460.0,motion,2022-04-27
1651056720.0,1651056740.0,motion,2022-04-27
1651057450.0,1651057470.0,motion,2022-04-27
1651060210.0,1651060300.0,motion,2022-04-27
1651063520.0,1651063540.0,motion,2022-04-27
1651064130.0,1651064150.0,motion,2022-04-27
1651064960.0,1651065010.0,motion,2022-04-27
1651066710.0,1651066730.0,motion,2022-04-27
1651067580.0,1651067600.0,motion,2022-04-27
1651068080.0,1651068100.0,motion,2022-04-27
1651198360.0,1651198460.0,wake,2022-04-29
1651199450.0,1651200030.0,wake,2022-04-29
1651201050.0,1651201100.0,wake,2022-04-29
1651201520.0,1651202240.0,wake,2022-04-29
1651203720.0,1651203980.0,wake,2022-04-29
1651206120.0,1651206190.0,wake,2022-04-29
1651236860.0,1651238290.0,wake,2022-04-29
1651239260.0,1651239300.0,wake,2022-04-29
1651241820.0,1651241900.0,wake,2022-04-29
1651197800.0,1651199990.0,motion,2022-04-29
1651200390.0,1651200400.0,motion,2022-04-29
1651201000.0,1651201150.0,motion,2022-04-29
1651201490.0,1651202220.0,motion,2022-04-29
1651202850.0,1651202860.0,motion,2022-04-29
1651203680.0,1651204490.0,motion,2022-04-29
1651205090.0,1651205270.0,motion,2022-04-29
1651206000.0,1651206180.0,motion,2022-04-29
1651206750.0,1651206770.0,motion,2022-04-29
1651207090.0,1651207420.0,motion,2022-04-29
1651207870.0,1651208180.0,motion,2022-04-29
1651208840.0,1651208880.0,motion,2022-04-29
1651215140.0,1651215160.0,motion,2022-04-29
1651216290.0,1651216310.0,motion,2022-04-29
1651217600.0,1651217620.0,motion,2022-04-29
1651218720.0,1651218740.0,motion,2022-04-29
1651222830.0,1651222840.0,motion,2022-04-29
1651224950.0,1651224970.0,motion,2022-04-29
1651225320.0,1651225340.0,motion,2022-04-29
1651228470.0,1651228740.0,motion,2022-04-29
1651230010.0,1651230060.0,motion,2022-04-29
1651232570.0,1651232750.0,motion,2022-04-29
1651233100.0,1651233120.0,motion,2022-04-29
1651233890.0,1651234200.0,motion,2022-04-29
1651235860.0,1651235870.0,motion,2022-04-29
1651236830.0,1651238400.0,motion,2022-04-29
1651239220.0,1651239270.0,motion,2022-04-29
1651241760.0,1651241860.0,motion,2022-04-29
1651243850.0,1651244110.0,motion,2022-04-29
1651111290.0,1651113450.0,wake,2022-04-28
1651115550.0,1651115790.0,wake,2022-04-28
1651116360.0,1651116530.0,wake,2022-04-28
1651117120.0,1651117590.0,wake,2022-04-28
1651120380.0,1651120440.0,wake,2022-04-28
1651122360.0,1651122430.0,wake,2022-04-28
1651154990.0,1651157140.0,wake,2022-04-28
1651111230.0,1651113720.0,motion,2022-04-28
1651114100.0,1651114140.0,motion,2022-04-28
1651115380.0,1651115950.0,motion,2022-04-28
1651116310.0,1651116660.0,motion,2022-04-28
1651117070.0,1651118020.0,motion,2022-04-28
1651118340.0,1651118660.0,motion,2022-04-28
1651120140.0,1651120400.0,motion,2022-04-28
1651120850.0,1651120970.0,motion,2022-04-28
1651121560.0,1651121610.0,motion,2022-04-28
1651122310.0,1651122390.0,motion,2022-04-28
1651122740.0,1651122830.0,motion,2022-04-28
1651126590.0,1651127180.0,motion,2022-04-28
1651129550.0,1651129560.0,motion,2022-04-28
1651130960.0,1651130990.0,motion,2022-04-28
1651132280.0,1651132290.0,motion,2022-04-28
1651133180.0,1651133200.0,motion,2022-04-28
1651133810.0,1651133830.0,motion,2022-04-28
1651134410.0,1651134430.0,motion,2022-04-28
1651138220.0,1651138500.0,motion,2022-04-28
1651138980.0,1651138990.0,motion,2022-04-28
1651140360.0,1651140380.0,motion,2022-04-28
1651144590.0,1651144610.0,motion,2022-04-28
1651145560.0,1651145580.0,motion,2022-04-28
1651146470.0,1651146650.0,motion,2022-04-28
1651148940.0,1651148960.0,motion,2022-04-28
1651149980.0,1651150270.0,motion,2022-04-28
1651154250.0,1651157480.0,motion,2022-04-28
1651157870.0,1651157890.0,motion,2022-04-28
1651024960.0,1651028030.0,wake,2022-04-27
1651028440.0,1651029490.0,wake,2022-04-27
1651030090.0,1651030120.0,wake,2022-04-27
1651030520.0,1651031860.0,wake,2022-04-27
1651032220.0,1651032750.0,wake,2022-04-27
1651034150.0,1651034220.0,wake,2022-04-27
1651034690.0,1651034810.0,wake,2022-04-27
1651035310.0,1651035570.0,wake,2022-04-27
1651036040.0,1651036230.0,wake,2022-04-27
1651036710.0,1651037550.0,wake,2022-04-27
1651038200.0,1651038340.0,wake,2022-04-27
1651040650.0,1651041120.0,wake,2022-04-27
1651041620.0,1651041940.0,wake,2022-04-27
1651049230.0,1651049320.0,wake,2022-04-27
1651060260.0,1651060320.0,wake,2022-04-27
1651073620.0,1651074440.0,wake,2022-04-27
1651076120.0,1651076440.0,wake,2022-04-27
1651076760.0,1651077310.0,wake,2022-04-27
1651077730.0,1651077820.0,wake,2022-04-27
1651078350.0,1651079240.0,wake,2022-04-27
1651079640.0,1651080440.0,wake,2022-04-27
1651024820.0,1651029710.0,motion,2022-04-27
1651030030.0,1651033070.0,motion,2022-04-27
1651033400.0,1651033500.0,motion,2022-04-27
1651034100.0,1651037630.0,motion,2022-04-27
1651038150.0,1651038710.0,motion,2022-04-27
1651040620.0,1651041110.0,motion,2022-04-27
1651041590.0,1651041900.0,motion,2022-04-27
1651044630.0,1651044650.0,motion,2022-04-27
1651047650.0,1651047670.0,motion,2022-04-27
1651047990.0,1651048010.0,motion,2022-04-27
1651048830.0,1651049290.0,motion,2022-04-27
1651049900.0,1651050090.0,motion,2022-04-27
1651050560.0,1651051010.0,motion,2022-04-27
1651052090.0,1651052310.0,motion,2022-04-27
1651052750.0,1651052950.0,motion,2022-04-27
1651054050.0,1651054060.0,motion,2022-04-27
1651054430.0,1651054460.0,motion,2022-04-27
1651056720.0,1651056740.0,motion,2022-04-27
1651057450.0,1651057470.0,motion,2022-04-27
1651060210.0,1651060300.0,motion,2022-04-27
1651063520.0,1651063540.0,motion,2022-04-27
1651064130.0,1651064150.0,motion,2022-04-27
1651064960.0,1651065010.0,motion,2022-04-27
1651066710.0,1651066730.0,motion,2022-04-27
1651067580.0,1651067600.0,motion,2022-04-27
1651068080.0,1651068100.0,motion,2022-04-27
1651073580.0,1651075060.0,motion,2022-04-27
1651075430.0,1651075450.0,motion,2022-04-27
1651075790.0,1651080410.0,motion,2022-04-27
1651081930.0,1651081940.0,motion,2022-04-27
1651198360.0,1651198460.0,wake,2022-04-29
1651199450.0,1651200030.0,wake,2022-04-29
1651201050.0,1651201100.0,wake,2022-04-29
1651201520.0,1651202240.0,wake,2022-04-29
1651203720.0,1651203980.0,wake,2022-04-29
1651206120.0,1651206190.0,wake,2022-04-29
1651236860.0,1651238290.0,wake,2022-04-29
1651239260.0,1651239300.0,wake,2022-04-29
1651241820.0,1651241900.0,wake,2022-04-29
1651197800.0,1651199990.0,motion,2022-04-29
1651200390.0,1651200400.0,motion,2022-04-29
1651201000.0,1651201150.0,motion,2022-04-29
1651201490.0,1651202220.0,motion,2022-04-29
1651202850.0,1651202860.0,motion,2022-04-29
1651203680.0,1651204490.0,motion,2022-04-29
1651205090.0,1651205270.0,motion,2022-04-29
1651206000.0,1651206180.0,motion,2022-04-29
1651206750.0,1651206770.0,motion,2022-04-29
1651207090.0,1651207420.0,motion,2022-04-29
1651207870.0,1651208180.0,motion,2022-04-29
1651208840.0,1651208880.0,motion,2022-04-29
1651215140.0,1651215160.0,motion,2022-04-29
1651216290.0,1651216310.0,motion,2022-04-29
1651217600.0,1651217620.0,motion,2022-04-29
1651218720.0,1651218740.0,motion,2022-04-29
1651222830.0,1651222840.0,motion,2022-04-29
1651224950.0,1651224970.0,motion,2022-04-29
1651225320.0,1651225340.0,motion,2022-04-29
1651228470.0,1651228740.0,motion,2022-04-29
1651230010.0,1651230060.0,motion,2022-04-29
1651232570.0,1651232750.0,motion,2022-04-29
1651233100.0,1651233120.0,motion,2022-04-29
1651233890.0,1651234200.0,motion,2022-04-29
1651235860.0,1651235870.0,motion,2022-04-29
1651236830.0,1651238400.0,motion,2022-04-29
1651239220.0,1651239270.0,motion,2022-04-29
1651241760.0,1651241860.0,motion,2022-04-29
1651243850.0,1651244110.0,motion,2022-04-29
1651244480.0,1651244510.0,motion,2022-04-29
1651111290.0,1651113450.0,wake,2022-04-28
1651115550.0,1651115790.0,wake,2022-04-28
1651116360.0,1651116530.0,wake,2022-04-28
1651117120.0,1651117590.0,wake,2022-04-28
1651120380.0,1651120440.0,wake,2022-04-28
1651122360.0,1651122430.0,wake,2022-04-28
1651154990.0,1651157140.0,wake,2022-04-28
1651159160.0,1651159180.0,wake,2022-04-28
1651159550.0,1651160880.0,wake,2022-04-28
1651161660.0,1651161840.0,wake,2022-04-28
1651162780.0,1651163300.0,wake,2022-04-28
1651163780.0,1651163800.0,wake,2022-04-28
1651164640.0,1651165230.0,wake,2022-04-28
1651166170.0,1651167720.0,wake,2022-04-28
1651168150.0,1651168500.0,wake,2022-04-28
1651111230.0,1651113720.0,motion,2022-04-28
1651114100.0,1651114140.0,motion,2022-04-28
1651115380.0,1651115950.0,motion,2022-04-28
1651116310.0,1651116660.0,motion,2022-04-28
1651117070.0,1651118020.0,motion,2022-04-28
1651118340.0,1651118660.0,motion,2022-04-28
1651120140.0,1651120400.0,motion,2022-04-28
1651120850.0,1651120970.0,motion,2022-04-28
1651121560.0,1651121610.0,motion,2022-04-28
1651122310.0,1651122390.0,motion,2022-04-28
1651122740.0,1651122830.0,motion,2022-04-28
1651126590.0,1651127180.0,motion,2022-04-28
1651129550.0,1651129560.0,motion,2022-04-28
1651130960.0,1651130990.0,motion,2022-04-28
1651132280.0,1651132290.0,motion,2022-04-28
1651133180.0,1651133200.0,motion,2022-04-28
1651133810.0,1651133830.0,motion,2022-04-28
1651134410.0,1651134430.0,motion,2022-04-28
1651138220.0,1651138500.0,motion,2022-04-28
1651138980.0,1651138990.0,motion,2022-04-28
1651140360.0,1651140380.0,motion,2022-04-28
1651144590.0,1651144610.0,motion,2022-04-28
1651145560.0,1651145580.0,motion,2022-04-28
1651146470.0,1651146650.0,motion,2022-04-28
1651148940.0,1651148960.0,motion,2022-04-28
1651149980.0,1651150270.0,motion,2022-04-28
1651154250.0,1651157480.0,motion,2022-04-28
1651157870.0,1651160970.0,motion,2022-04-28
1651161330.0,1651167680.0,motion,2022-04-28
1651168080.0,1651168500.0,motion,2022-04-28
1651024960.0,1651028030.0,wake,2022-04-27
1651028440.0,1651029490.0,wake,2022-04-27
1651030090.0,1651030120.0,wake,2022-04-27
1651030520.0,1651031860.0,wake,2022-04-27
1651032220.0,1651032750.0,wake,2022-04-27
1651034150.0,1651034220.0,wake,2022-04-27
1651034690.0,1651034810.0,wake,2022-04-27
1651035310.0,1651035570.0,wake,2022-04-27
1651036040.0,1651036230.0,wake,2022-04-27
1651036710.0,1651037550.0,wake,2022-04-27
1651038200.0,1651038340.0,wake,2022-04-27
1651040650.0,1651041120.0,wake,2022-04-27
1651041620.0,1651041940.0,wake,2022-04-27
1651049230.0,1651049320.0,wake,2022-04-27
1651060260.0,1651060320.0,wake,2022-04-27
1651073620.0,1651074440.0,wake,2022-04-27
1651076120.0,1651076440.0,wake,2022-04-27
1651076760.0,1651077310.0,wake,2022-04-27
1651077730.0,1651077820.0,wake,2022-04-27
1651078350.0,1651079240.0,wake,2022-04-27
1651079640.0,1651080440.0,wake,2022-04-27
1651024820.0,1651029710.0,motion,2022-04-27
1651030030.0,1651033070.0,motion,2022-04-27
1651033400.0,1651033500.0,motion,2022-04-27
1651034100.0,1651037630.0,motion,2022-04-27
1651038150.0,1651038710.0,motion,2022-04-27
1651040620.0,1651041110.0,motion,2022-04-27
1651041590.0,1651041900.0,motion,2022-04-27
1651044630.0,1651044650.0,motion,2022-04-27
1651047650.0,1651047670.0,motion,2022-04-27
1651047990.0,1651048010.0,motion,2022-04-27
1651048830.0,1651049290.0,motion,2022-04-27
1651049900.0,1651050090.0,motion,2022-04-27
1651050560.0,1651051010.0,motion,2022-04-27
1651052090.0,1651052310.0,motion,2022-04-27
1651052750.0,1651052950.0,motion,2022-04-27
1651054050.0,1651054060.0,motion,2022-04-27
1651054430.0,1651054460.0,motion,2022-04-27
1651056720.0,1651056740.0,motion,2022-04-27
1651057450.0,1651057470.0,motion,2022-04-27
1651060210.0,1651060300.0,motion,2022-04-27
1651063520.0,1651063540.0,motion,2022-04-27
1651064130.0,1651064150.0,motion,2022-04-27
1651064960.0,1651065010.0,motion,2022-04-27
1651066710.0,1651066730.0,motion,2022-04-27
1651067580.0,1651067600.0,motion,2022-04-27
1651068080.0,1651068100.0,motion,2022-04-27
1651073580.0,1651075060.0,motion,2022-04-27
1651075430.0,1651075450.0,motion,2022-04-27
1651075790.0,1651080410.0,motion,2022-04-27
1651081930.0,1651081940.0,motion,2022-04-27
1651198360.0,1651198460.0,wake,2022-04-29
1651199450.0,1651200030.0,wake,2022-04-29
1651201050.0,1651201100.0,wake,2022-04-29
1651201520.0,1651202240.0,wake,2022-04-29
1651203720.0,1651203980.0,wake,2022-04-29
1651206120.0,1651206190.0,wake,2022-04-29
1651236860.0,1651238290.0,wake,2022-04-29
1651239260.0,1651239300.0,wake,2022-04-29
1651241820.0,1651241900.0,wake,2022-04-29
1651197800.0,1651199990.0,motion,2022-04-29
1651200390.0,1651200400.0,motion,2022-04-29
1651201000.0,1651201150.0,motion,2022-04-29
1651201490.0,1651202220.0,motion,2022-04-29
1651202850.0,1651202860.0,motion,2022-04-29
1651203680.0,1651204490.0,motion,2022-04-29
1651205090.0,1651205270.0,motion,2022-04-29
1651206000.0,1651206180.0,motion,2022-04-29
1651206750.0,1651206770.0,motion,2022-04-29
1651207090.0,1651207420.0,motion,2022-04-29
1651207870.0,1651208180.0,motion,2022-04-29
1651208840.0,1651208880.0,motion,2022-04-29
1651215140.0,1651215160.0,motion,2022-04-29
1651216290.0,1651216310.0,motion,2022-04-29
1651217600.0,1651217620.0,motion,2022-04-29
1651218720.0,1651218740.0,motion,2022-04-29
1651222830.0,1651222840.0,motion,2022-04-29
1651224950.0,1651224970.0,motion,2022-04-29
1651225320.0,1651225340.0,motion,2022-04-29
1651228470.0,1651228740.0,motion,2022-04-29
1651230010.0,1651230060.0,motion,2022-04-29
1651232570.0,1651232750.0,motion,2022-04-29
1651233100.0,1651233120.0,motion,2022-04-29
1651233890.0,1651234200.0,motion,2022-04-29
1651235860.0,1651235870.0,motion,2022-04-29
1651236830.0,1651238400.0,motion,2022-04-29
1651239220.0,1651239270.0,motion,2022-04-29
1651241760.0,1651241860.0,motion,2022-04-29
1651243850.0,1651244110.0,motion,2022-04-29
1651244480.0,1651244510.0,motion,2022-04-29
1651111290.0,1651113450.0,wake,2022-04-28
1651115550.0,1651115790.0,wake,2022-04-28
1651116360.0,1651116530.0,wake,2022-04-28
1651117120.0,1651117590.0,wake,2022-04-28
1651120380.0,1651120440.0,wake,2022-04-28
1651122360.0,1651122430.0,wake,2022-04-28
1651154990.0,1651157140.0,wake,2022-04-28
1651159160.0,1651159180.0,wake,2022-04-28
1651159550.0,1651160880.0,wake,2022-04-28
1651161660.0,1651161840.0,wake,2022-04-28
1651162780.0,1651163300.0,wake,2022-04-28
1651163780.0,1651163800.0,wake,2022-04-28
1651164640.0,1651165230.0,wake,2022-04-28
1651166170.0,1651167720.0,wake,2022-04-28
1651168150.0,1651168500.0,wake,2022-04-28
1651111230.0,1651113720.0,motion,2022-04-28
1651114100.0,1651114140.0,motion,2022-04-28
1651115380.0,1651115950.0,motion,2022-04-28
1651116310.0,1651116660.0,motion,2022-04-28
1651117070.0,1651118020.0,motion,2022-04-28
1651118340.0,1651118660.0,motion,2022-04-28
1651120140.0,1651120400.0,motion,2022-04-28
1651120850.0,1651120970.0,motion,2022-04-28
1651121560.0,1651121610.0,motion,2022-04-28
1651122310.0,1651122390.0,motion,2022-04-28
1651122740.0,1651122830.0,motion,2022-04-28
1651126590.0,1651127180.0,motion,2022-04-28
1651129550.0,1651129560.0,motion,2022-04-28
1651130960.0,1651130990.0,motion,2022-04-28
1651132280.0,1651132290.0,motion,2022-04-28
1651133180.0,1651133200.0,motion,2022-04-28
1651133810.0,1651133830.0,motion,2022-04-28
1651134410.0,1651134430.0,motion,2022-04-28
1651138220.0,1651138500.0,motion,2022-04-28
1651138980.0,1651138990.0,motion,2022-04-28
1651140360.0,1651140380.0,motion,2022-04-28
1651144590.0,1651144610.0,motion,2022-04-28
1651145560.0,1651145580.0,motion,2022-04-28
1651146470.0,1651146650.0,motion,2022-04-28
1651148940.0,1651148960.0,motion,2022-04-28
1651149980.0,1651150270.0,motion,2022-04-28
1651154250.0,1651157480.0,motion,2022-04-28
1651157870.0,1651160970.0,motion,2022-04-28
1651161330.0,1651167680.0,motion,2022-04-28
1651168080.0,1651168500.0,motion,2022-04-28
1651024950.0,1651029710.0,wake,2022-04-27
1651030080.0,1651033110.0,wake,2022-04-27
1651034130.0,1651034820.0,wake,2022-04-27
1651035310.0,1651037700.0,wake,2022-04-27
1651038180.0,1651038720.0,wake,2022-04-27
1651040650.0,1651041170.0,wake,2022-04-27
1651041620.0,1651041940.0,wake,2022-04-27
1651049220.0,1651049330.0,wake,2022-04-27
1651060240.0,1651060340.0,wake,2022-04-27
1651064990.0,1651065050.0,wake,2022-04-27
1651073620.0,1651074760.0,wake,2022-04-27
1651075810.0,1651077830.0,wake,2022-04-27
1651078140.0,1651079250.0,wake,2022-04-27
1651079640.0,1651080450.0,wake,2022-04-27
1651024820.0,1651033650.0,motion,2022-04-27
1651033960.0,1651037710.0,motion,2022-04-27
1651038140.0,1651038710.0,motion,2022-04-27
1651040610.0,1651041180.0,motion,2022-04-27
1651041590.0,1651041910.0,motion,2022-04-27
1651044630.0,1651044650.0,motion,2022-04-27
1651045670.0,1651045870.0,motion,2022-04-27
1651046440.0,1651046450.0,motion,2022-04-27
1651047650.0,1651047670.0,motion,2022-04-27
1651047990.0,1651048010.0,motion,2022-04-27
1651048830.0,1651049290.0,motion,2022-04-27
1651049900.0,1651050090.0,motion,2022-04-27
1651050560.0,1651051010.0,motion,2022-04-27
1651052090.0,1651052950.0,motion,2022-04-27
1651054040.0,1651054070.0,motion,2022-04-27
1651054430.0,1651054460.0,motion,2022-04-27
1651054850.0,1651054860.0,motion,2022-04-27
1651055470.0,1651056010.0,motion,2022-04-27
1651056720.0,1651056890.0,motion,2022-04-27
1651057260.0,1651057470.0,motion,2022-04-27
1651060210.0,1651060300.0,motion,2022-04-27
1651062800.0,1651062820.0,motion,2022-04-27
1651063520.0,1651063540.0,motion,2022-04-27
1651064130.0,1651064150.0,motion,2022-04-27
1651064960.0,1651065010.0,motion,2022-04-27
1651066360.0,1651066380.0,motion,2022-04-27
1651066710.0,1651066740.0,motion,2022-04-27
1651067100.0,1651067120.0,motion,2022-04-27
1651067580.0,1651067600.0,motion,2022-04-27
1651068080.0,1651068330.0,motion,2022-04-27
1651071490.0,1651071510.0,motion,2022-04-27
1651072340.0,1651072360.0,motion,2022-04-27
1651073490.0,1651075070.0,motion,2022-04-27
1651075430.0,1651080410.0,motion,2022-04-27
1651081920.0,1651081950.0,motion,2022-04-27
1651197820.0,1651199000.0,wake,2022-04-29
1651199440.0,1651200050.0,wake,2022-04-29
1651201030.0,1651201160.0,wake,2022-04-29
1651201500.0,1651202240.0,wake,2022-04-29
1651203710.0,1651204000.0,wake,2022-04-29
1651205160.0,1651205170.0,wake,2022-04-29
1651206110.0,1651206200.0,wake,2022-04-29
1651236860.0,1651238310.0,wake,2022-04-29
1651239240.0,1651239310.0,wake,2022-04-29
1651241810.0,1651241900.0,wake,2022-04-29
1651244150.0,1651244170.0,wake,2022-04-29
1651244480.0,1651244500.0,wake,2022-04-29
1651197780.0,1651200560.0,motion,2022-04-29
1651201000.0,1651201170.0,motion,2022-04-29
1651201480.0,1651202220.0,motion,2022-04-29
1651202850.0,1651202860.0,motion,2022-04-29
1651203670.0,1651204490.0,motion,2022-04-29
1651205080.0,1651205280.0,motion,2022-04-29
1651205810.0,1651206180.0,motion,2022-04-29
1651206750.0,1651208880.0,motion,2022-04-29
1651209200.0,1651209210.0,motion,2022-04-29
1651211520.0,1651211530.0,motion,2022-04-29
1651213730.0,1651213750.0,motion,2022-04-29
1651215140.0,1651215160.0,motion,2022-04-29
1651216280.0,1651216310.0,motion,2022-04-29
1651217600.0,1651217620.0,motion,2022-04-29
1651218710.0,1651218740.0,motion,2022-04-29
1651219320.0,1651219340.0,motion,2022-04-29
1651221560.0,1651221570.0,motion,2022-04-29
1651222820.0,1651222850.0,motion,2022-04-29
1651223160.0,1651223170.0,motion,2022-04-29
1651224180.0,1651224200.0,motion,2022-04-29
1651224950.0,1651224970.0,motion,2022-04-29
1651225320.0,1651225340.0,motion,2022-04-29
1651228470.0,1651228740.0,motion,2022-04-29
1651229870.0,1651230060.0,motion,2022-04-29
1651230980.0,1651231000.0,motion,2022-04-29
1651232570.0,1651232750.0,motion,2022-04-29
1651233100.0,1651233120.0,motion,2022-04-29
1651233890.0,1651234200.0,motion,2022-04-29
1651235850.0,1651235870.0,motion,2022-04-29
1651236820.0,1651238410.0,motion,2022-04-29
1651239210.0,1651239280.0,motion,2022-04-29
1651241760.0,1651241860.0,motion,2022-04-29
1651243850.0,1651244510.0,motion,2022-04-29
1651245460.0,1651245480.0,motion,2022-04-29
1651111290.0,1651113600.0,wake,2022-04-28
1651115540.0,1651115960.0,wake,2022-04-28
1651116340.0,1651116550.0,wake,2022-04-28
1651117100.0,1651117940.0,wake,2022-04-28
1651120370.0,1651120460.0,wake,2022-04-28
1651121600.0,1651121650.0,wake,2022-04-28
1651122340.0,1651122460.0,wake,2022-04-28
1651122810.0,1651122830.0,wake,2022-04-28
1651154990.0,1651157150.0,wake,2022-04-28
1651157460.0,1651157500.0,wake,2022-04-28
1651158240.0,1651158560.0,wake,2022-04-28
1651159150.0,1651159220.0,wake,2022-04-28
1651159550.0,1651160890.0,wake,2022-04-28
1651161520.0,1651162040.0,wake,2022-04-28
1651162620.0,1651164300.0,wake,2022-04-28
1651164640.0,1651165240.0,wake,2022-04-28
1651165790.0,1651165820.0,wake,2022-04-28
1651166140.0,1651167730.0,wake,2022-04-28
1651168090.0,1651168530.0,wake,2022-04-28
1651111220.0,1651113730.0,motion,2022-04-28
1651114100.0,1651114150.0,motion,2022-04-28
1651114560.0,1651114580.0,motion,2022-04-28
1651115370.0,1651115970.0,motion,2022-04-28
1651116290.0,1651116660.0,motion,2022-04-28
1651117070.0,1651118830.0,motion,2022-04-28
1651120130.0,1651120970.0,motion,2022-04-28
1651121310.0,1651121620.0,motion,2022-04-28
1651122310.0,1651122830.0,motion,2022-04-28
1651125330.0,1651125350.0,motion,2022-04-28
1651126590.0,1651127180.0,motion,2022-04-28
1651129540.0,1651129570.0,motion,2022-04-28
1651130960.0,1651130990.0,motion,2022-04-28
1651131970.0,1651132290.0,motion,2022-04-28
1651133180.0,1651133200.0,motion,2022-04-28
1651133810.0,1651133830.0,motion,2022-04-28
1651134410.0,1651134440.0,motion,2022-04-28
1651138220.0,1651138610.0,motion,2022-04-28
1651138980.0,1651138990.0,motion,2022-04-28
1651139430.0,1651139450.0,motion,2022-04-28
1651140360.0,1651140380.0,motion,2022-04-28
1651142750.0,1651142770.0,motion,2022-04-28
1651144590.0,1651144610.0,motion,2022-04-28
1651145310.0,1651145580.0,motion,2022-04-28
1651146470.0,1651146650.0,motion,2022-04-28
1651147980.0,1651148000.0,motion,2022-04-28
1651148940.0,1651148960.0,motion,2022-04-28
1651149280.0,1651149290.0,motion,2022-04-28
1651149980.0,1651150270.0,motion,2022-04-28
1651150970.0,1651150990.0,motion,2022-04-28
1651153370.0,1651153390.0,motion,2022-04-28
1651154250.0,1651168630.0,motion,2022-04-28
1651024960.0,1651029500.0,wake,2022-04-27
1651030090.0,1651030130.0,wake,2022-04-27
1651030520.0,1651031860.0,wake,2022-04-27
1651032210.0,1651032760.0,wake,2022-04-27
1651034140.0,1651034810.0,wake,2022-04-27
1651035310.0,1651035580.0,wake,2022-04-27
1651036040.0,1651036230.0,wake,2022-04-27
1651036710.0,1651037550.0,wake,2022-04-27
1651038190.0,1651038700.0,wake,2022-04-27
1651040650.0,1651041170.0,wake,2022-04-27
1651041620.0,1651041940.0,wake,2022-04-27
1651049220.0,1651049320.0,wake,2022-04-27
1651060260.0,1651060330.0,wake,2022-04-27
1651073620.0,1651074440.0,wake,2022-04-27
1651076110.0,1651077820.0,wake,2022-04-27
1651078150.0,1651079240.0,wake,2022-04-27
1651079640.0,1651080440.0,wake,2022-04-27
1651024820.0,1651029710.0,motion,2022-04-27
1651030030.0,1651033080.0,motion,2022-04-27
1651033400.0,1651033640.0,motion,2022-04-27
1651034100.0,1651037630.0,motion,2022-04-27
1651038140.0,1651038710.0,motion,2022-04-27
1651040620.0,1651041180.0,motion,2022-04-27
1651041590.0,1651041900.0,motion,2022-04-27
1651044630.0,1651044650.0,motion,2022-04-27
1651045850.0,1651045870.0,motion,2022-04-27
1651046440.0,1651046450.0,motion,2022-04-27
1651047650.0,1651047670.0,motion,2022-04-27
1651047990.0,1651048010.0,motion,2022-04-27
1651048830.0,1651049290.0,motion,2022-04-27
1651049900.0,1651050090.0,motion,2022-04-27
1651050560.0,1651051010.0,motion,2022-04-27
1651052090.0,1651052310.0,motion,2022-04-27
1651052750.0,1651052950.0,motion,2022-04-27
1651054050.0,1651054060.0,motion,2022-04-27
1651054430.0,1651054460.0,motion,2022-04-27
1651054850.0,1651054860.0,motion,2022-04-27
1651056720.0,1651056740.0,motion,2022-04-27
1651057260.0,1651057470.0,motion,2022-04-27
1651060210.0,1651060300.0,motion,2022-04-27
1651063520.0,1651063540.0,motion,2022-04-27
1651064130.0,1651064150.0,motion,2022-04-27
1651064960.0,1651065010.0,motion,2022-04-27
1651066710.0,1651066730.0,motion,2022-04-27
1651067580.0,1651067600.0,motion,2022-04-27
1651068080.0,1651068100.0,motion,2022-04-27
1651073490.0,1651075070.0,motion,2022-04-27
1651075430.0,1651075450.0,motion,2022-04-27
1651075790.0,1651080410.0,motion,2022-04-27
1651081930.0,1651081940.0,motion,2022-04-27
1651198360.0,1651198610.0,wake,2022-04-29
1651199450.0,1651200030.0,wake,2022-04-29
1651201040.0,1651201100.0,wake,2022-04-29
