START_TIME,STOP_TIME,PREDICTION,SOURCE,LABELSET,VIDEO_START_TIME,VIDEO_STOP_TIME
2022-02-21 20:31:30.000,2022-02-21 20:34:33.987000,HLB_Unlabeled,Expert,HIGH LEVEL BEHAVIOR,,
2022-02-21 20:34:45.987,2022-02-21 20:35:37.987000,HLB_Unlabeled,Expert,HIGH LEVEL BEHAVIOR,,
2022-02-21 20:35:38.987,2022-02-21 20:35:51.987000,HLB_Unlabeled,Expert,HIGH LEVEL BEHAVIOR,,
2022-02-21 20:35:57.987,2022-02-21 20:39:26.962000,HLB_Unlabeled,Expert,HIGH LEVEL BEHAVIOR,,
2022-02-21 20:39:32.962,2022-02-21 20:41:46.962000,HLB_Unlabeled,Expert,HIGH LEVEL BEHAVIOR,,
2022-02-21 20:41:47.962,2022-02-21 21:09:03.837000,WatchingTV/Movies,Expert,HIGH LEVEL BEHAVIOR,,
2022-02-21 21:09:07.837,2022-02-21 21:09:52.837000,WatchingTV/Movies,Expert,HIGH LEVEL BEHAVIOR,,
2022-02-21 21:09:54.837,2022-02-21 21:10:58.837000,WatchingTV/Movies,Expert,HIGH LEVEL BEHAVIOR,,
2022-02-21 21:10:59.837,2022-02-21 21:11:20.837000,WatchingTV/Movies,Expert,HIGH LEVEL BEHAVIOR,,
2022-02-21 21:11:22.837,2022-02-21 21:22:02.787000,WatchingTV/Movies,Expert,HIGH LEVEL BEHAVIOR,,
2022-02-21 21:22:03.787,2022-02-21 21:22:14.787000,WatchingTV/Movies,Expert,HIGH LEVEL BEHAVIOR,,
2022-02-21 21:22:39.787,2022-02-21 21:23:28.787000,WatchingTV/Movies,Expert,HIGH LEVEL BEHAVIOR,,
2022-02-21 21:23:28.787,2022-02-21 21:23:34.787000,WatchingTV/Movies,Expert,HIGH LEVEL BEHAVIOR,,
2022-02-21 21:23:37.787,2022-02-21 21:25:21.775000,HLB_Unlabeled,Expert,HIGH LEVEL BEHAVIOR,,
2022-02-21 21:25:23.775,2022-02-21 21:25:44.775000,In_Transit_Active,Expert,HIGH LEVEL BEHAVIOR,,
2022-02-21 21:25:56.775,2022-02-21 21:26:13.775000,In_Transit_Active/Riding_Elevator_Down,Expert,HIGH LEVEL BEHAVIOR,,
2022-02-21 21:26:15.775,2022-02-21 21:26:34.775000,In_Transit_Active,Expert,HIGH LEVEL BEHAVIOR,,
2022-02-21 21:26:37.775,2022-02-21 21:26:54.762000,In_Transit_Active,Expert,HIGH LEVEL BEHAVIOR,,
2022-02-21 21:26:55.762,2022-02-21 21:30:39.750000,In_Transit_Active,Expert,HIGH LEVEL BEHAVIOR,,
2022-02-21 21:30:41.750,2022-02-21 21:33:37.737000,In_Transit_Active,Expert,HIGH LEVEL BEHAVIOR,,
2022-02-21 21:33:43.737,2022-02-21 21:33:55.737000,In_Transit_Active,Expert,HIGH LEVEL BEHAVIOR,,
2022-02-21 21:33:55.737,2022-02-21 21:38:08.725000,In_Transit_Active,Expert,HIGH LEVEL BEHAVIOR,,
2022-02-21 21:38:20.725,2022-02-21 21:38:57.712000,In_Transit_Active,Expert,HIGH LEVEL BEHAVIOR,,
2022-02-21 21:39:11.712,2022-02-21 21:41:08.712000,HLB_Unlabeled,Expert,HIGH LEVEL BEHAVIOR,,
2022-02-21 21:41:08.712,2022-02-21 21:42:49.700000,HLB_Unlabeled,Expert,HIGH LEVEL BEHAVIOR,,
2022-02-21 21:42:50.700,2022-02-21 21:43:11.700000,HLB_Unlabeled,Expert,HIGH LEVEL BEHAVIOR,,
2022-02-21 21:43:14.700,2022-02-21 21:44:43.687000,HLB_Unlabeled,Expert,HIGH LEVEL BEHAVIOR,,
2022-02-21 21:44:53.687,2022-02-21 21:45:38.687000,HLB_Unlabeled,Expert,HIGH LEVEL BEHAVIOR,,
2022-02-21 21:45:39.687,2022-02-21 21:46:40.687000,HLB_Unlabeled,Expert,HIGH LEVEL BEHAVIOR,,
2022-02-21 21:46:41.687,2022-02-21 21:47:22.687000,HLB_Unlabeled,Expert,HIGH LEVEL BEHAVIOR,,
2022-02-21 21:47:27.687,2022-02-21 21:48:03.675000,HLB_Unlabeled,Expert,HIGH LEVEL BEHAVIOR,,
2022-02-21 21:48:06.675,2022-02-21 21:49:10.675000,HLB_Unlabeled,Expert,HIGH LEVEL BEHAVIOR,,
2022-02-21 21:49:14.675,2022-02-21 21:50:08.675000,Cooking/Prepping_Food,Expert,HIGH LEVEL BEHAVIOR,,
2022-02-21 21:50:09.675,2022-02-21 21:51:08.662000,Cooking/Prepping_Food,Expert,HIGH LEVEL BEHAVIOR,,
2022-02-21 21:51:11.662,2022-02-21 21:51:43.662000,Cooking/Prepping_Food,Expert,HIGH LEVEL BEHAVIOR,,
2022-02-21 21:51:48.662,2022-02-21 21:52:51.662000,Cooking/Prepping_Food,Expert,HIGH LEVEL BEHAVIOR,,
2022-02-21 21:53:09.662,2022-02-21 21:54:10.650000,Cooking/Prepping_Food,Expert,HIGH LEVEL BEHAVIOR,,
2022-02-21 21:54:11.650,2022-02-21 21:54:37.650000,Cooking/Prepping_Food,Expert,HIGH LEVEL BEHAVIOR,,
2022-02-21 21:54:38.650,2022-02-21 21:55:59.650000,Cooking/Prepping_Food,Expert,HIGH LEVEL BEHAVIOR,,
2022-02-21 21:58:04.637,2022-02-21 21:59:19.637000,Cooking/Prepping_Food,Expert,HIGH LEVEL BEHAVIOR,,
2022-02-21 21:59:22.637,2022-02-21 22:00:11.625000,Cooking/Prepping_Food,Expert,HIGH LEVEL BEHAVIOR,,
2022-02-21 22:00:14.625,2022-02-21 22:02:44.612000,Eating/Dining,Expert,HIGH LEVEL BEHAVIOR,,
2022-02-21 22:03:00.612,2022-02-21 22:03:13.612000,Eating/Dining,Expert,HIGH LEVEL BEHAVIOR,,
2022-02-21 22:03:13.612,2022-02-21 22:10:21.587000,Eating/Dining,Expert,HIGH LEVEL BEHAVIOR,,
2022-02-21 22:10:24.587,2022-02-21 22:10:57.587000,HLB_Unlabeled,Expert,HIGH LEVEL BEHAVIOR,,
2022-02-21 22:10:59.587,2022-02-21 22:17:22.550000,Doing_Dishes,Expert,HIGH LEVEL BEHAVIOR,,
2022-02-21 22:17:28.550,2022-02-21 22:18:45.550000,HLB_Unlabeled,Expert,HIGH LEVEL BEHAVIOR,,
