START_TIME,STOP_TIME,PREDICTION,SOURCE,LABELSET,VIDEO_START_TIME,VIDEO_STOP_TIME
2022-02-21 20:31:30.000,2022-02-21 20:34:33.987,Located_Indoors/In_Conversation,Expert,Behavioral Parameters,,
2022-02-21 20:34:45.987,2022-02-21 20:35:37.987,Located_Indoors/In_Conversation,Expert,Behavioral Parameters,,
2022-02-21 20:35:38.987,2022-02-21 20:35:51.987,Located_Indoors/Texting/Browsing_Phone,Expert,Behavioral Parameters,,
2022-02-21 20:35:57.987,2022-02-21 20:39:26.962,Located_Indoors,Expert,Behavioral Parameters,,
2022-02-21 20:39:32.962,2022-02-21 20:41:46.962,Located_Indoors,Expert,Behavioral Parameters,,
2022-02-21 20:41:47.962,2022-02-21 21:09:03.837,Located_Indoors,Expert,Behavioral Parameters,,
2022-02-21 21:09:07.837,2022-02-21 21:09:52.837,Located_Indoors/Texting/Browsing_Phone,Expert,Behavioral Parameters,,
2022-02-21 21:09:54.837,2022-02-21 21:10:58.837,Located_Indoors,Expert,Behavioral Parameters,,
2022-02-21 21:10:59.837,2022-02-21 21:11:20.837,Located_Indoors/Texting/Browsing_Phone,Expert,Behavioral Parameters,,
2022-02-21 21:11:22.837,2022-02-21 21:22:02.787,Located_Indoors,Expert,Behavioral Parameters,,
2022-02-21 21:22:03.787,2022-02-21 21:22:14.787,Located_Indoors,Expert,Behavioral Parameters,,
2022-02-21 21:22:39.787,2022-02-21 21:23:28.787,Located_Indoors,Expert,Behavioral Parameters,,
2022-02-21 21:23:28.787,2022-02-21 21:23:34.787,Located_Indoors,Expert,Behavioral Parameters,,
2022-02-21 21:23:37.787,2022-02-21 21:25:21.775,Located_Indoors/Holding_Other_Object_Light,Expert,Behavioral Parameters,,
2022-02-21 21:25:23.775,2022-02-21 21:25:44.775,Located_Indoors/Holding_Other_Object_Light,Expert,Behavioral Parameters,,
2022-02-21 21:25:56.775,2022-02-21 21:26:13.775,Located_Indoors/Holding_Other_Object_Light,Expert,Behavioral Parameters,,
2022-02-21 21:26:15.775,2022-02-21 21:26:34.775,Located_Indoors/Holding_Other_Object_Light/Texting/Browsing_Phone,Expert,Behavioral Parameters,,
2022-02-21 21:26:37.775,2022-02-21 21:26:54.762,Holding_Other_Object_Light/Texting/Browsing_Phone/Located_Outdoors,Expert,Behavioral Parameters,,
2022-02-21 21:26:55.762,2022-02-21 21:30:39.750,Located_Outdoors/Holding_Bag/BriefCase_Hand_Light,Expert,Behavioral Parameters,,
2022-02-21 21:30:41.750,2022-02-21 21:33:37.737,Located_Outdoors/Holding_Bag/BriefCase_Hand_Light,Expert,Behavioral Parameters,,
2022-02-21 21:33:43.737,2022-02-21 21:33:55.737,Located_Outdoors/Holding_Bag/BriefCase_Hand_Light,Expert,Behavioral Parameters,,
2022-02-21 21:33:55.737,2022-02-21 21:38:08.725,Located_Outdoors/Holding_Bag/BriefCase_Hand_Light,Expert,Behavioral Parameters,,
2022-02-21 21:38:20.725,2022-02-21 21:38:57.712,Holding_Bag/BriefCase_Hand_Light/Located_Indoors,Expert,Behavioral Parameters,,
2022-02-21 21:39:11.712,2022-02-21 21:41:08.712,Located_Indoors,Expert,Behavioral Parameters,,
2022-02-21 21:41:08.712,2022-02-21 21:42:49.700,Located_Indoors/Texting/Browsing_Phone,Expert,Behavioral Parameters,,
2022-02-21 21:42:50.700,2022-02-21 21:43:11.700,Located_Indoors/Texting/Browsing_Phone,Expert,Behavioral Parameters,,
2022-02-21 21:43:14.700,2022-02-21 21:44:43.687,Located_Indoors/In_Conversation,Expert,Behavioral Parameters,,
2022-02-21 21:44:53.687,2022-02-21 21:45:38.687,Located_Indoors/Texting/Browsing_Phone,Expert,Behavioral Parameters,,
2022-02-21 21:45:39.687,2022-02-21 21:46:40.687,Located_Indoors/Texting/Browsing_Phone,Expert,Behavioral Parameters,,
2022-02-21 21:46:41.687,2022-02-21 21:47:22.687,Located_Indoors/Texting/Browsing_Phone/In_Conversation,Expert,Behavioral Parameters,,
2022-02-21 21:47:27.687,2022-02-21 21:48:03.675,Located_Indoors/In_Conversation,Expert,Behavioral Parameters,,
2022-02-21 21:48:06.675,2022-02-21 21:49:10.675,Located_Indoors/Texting/Browsing_Phone,Expert,Behavioral Parameters,,
2022-02-21 21:49:14.675,2022-02-21 21:50:08.675,Located_Indoors,Expert,Behavioral Parameters,,
2022-02-21 21:50:09.675,2022-02-21 21:51:08.662,Located_Indoors/Texting/Browsing_Phone,Expert,Behavioral Parameters,,
2022-02-21 21:51:11.662,2022-02-21 21:51:43.662,Located_Indoors,Expert,Behavioral Parameters,,
2022-02-21 21:51:48.662,2022-02-21 21:52:51.662,Located_Indoors/Holding_Solid_Food,Expert,Behavioral Parameters,,
2022-02-21 21:53:09.662,2022-02-21 21:54:10.650,Located_Indoors,Expert,Behavioral Parameters,,
2022-02-21 21:54:11.650,2022-02-21 21:54:37.650,Located_Indoors,Expert,Behavioral Parameters,,
2022-02-21 21:54:38.650,2022-02-21 21:55:59.650,Located_Indoors,Expert,Behavioral Parameters,,
2022-02-21 21:58:04.637,2022-02-21 21:59:19.637,Located_Indoors/Holding_Solid_Food,Expert,Behavioral Parameters,,
2022-02-21 21:59:22.637,2022-02-21 22:00:11.625,Located_Indoors/Holding_Solid_Food,Expert,Behavioral Parameters,,
2022-02-21 22:00:14.625,2022-02-21 22:02:44.612,Located_Indoors/Holding_Solid_Food,Expert,Behavioral Parameters,,
2022-02-21 22:03:00.612,2022-02-21 22:03:13.612,Located_Indoors/Holding_Solid_Food/Holding_Drink,Expert,Behavioral Parameters,,
2022-02-21 22:03:13.612,2022-02-21 22:10:21.587,Located_Indoors/Holding_Solid_Food,Expert,Behavioral Parameters,,
2022-02-21 22:10:24.587,2022-02-21 22:10:57.587,Located_Indoors,Expert,Behavioral Parameters,,
2022-02-21 22:10:59.587,2022-02-21 22:17:22.550,Located_Indoors,Expert,Behavioral Parameters,,
2022-02-21 22:17:28.550,2022-02-21 22:18:45.550,Located_Indoors,Expert,Behavioral Parameters,,
2022-02-21 22:18:46.550,2022-02-21 22:19:02.550,Located_Indoors/Holding_Drink,Expert,Behavioral Parameters,,
2022-02-21 22:19:07.550,2022-02-21 22:19:55.550,Located_Indoors/Holding_Drink,Expert,Behavioral Parameters,,
2022-02-21 22:19:56.550,2022-02-21 22:24:54.525,Located_Indoors/Texting/Browsing_Phone,Expert,Behavioral Parameters,,
2022-02-21 22:24:56.525,2022-02-21 22:40:48.462,Located_Indoors/On_Video_Call/FaceTime/Browsing_Computer,Expert,Behavioral Parameters,,
2022-02-21 22:40:49.462,2022-02-21 22:42:51.450,Located_Indoors/Browsing_Computer,Expert,Behavioral Parameters,,
2022-02-21 22:42:52.450,2022-02-21 22:43:33.450,Located_Indoors/Browsing_Computer/Texting/Browsing_Phone,Expert,Behavioral Parameters,,
2022-02-21 22:43:40.450,2022-02-21 22:44:23.437,Located_Indoors,Expert,Behavioral Parameters,,
2022-02-21 22:44:28.437,2022-02-21 22:45:08.437,Located_Indoors,Expert,Behavioral Parameters,,
2022-02-21 22:45:14.437,2022-02-21 22:45:43.437,Located_Indoors,Expert,Behavioral Parameters,,
2022-02-21 22:46:10.437,2022-02-21 22:46:31.437,Located_Indoors,Expert,Behavioral Parameters,,
2022-02-21 22:48:05.425,2022-02-21 22:56:13.387,Located_Indoors/Holding_Other_Object_Light,Expert,Behavioral Parameters,,
2022-02-21 22:56:21.387,2022-02-21 22:59:02.375,Located_Indoors,Expert,Behavioral Parameters,,
2022-02-21 22:59:03.375,2022-02-21 23:00:09.375,Located_Indoors,Expert,Behavioral Parameters,,
2022-02-21 23:00:10.375,2022-02-21 23:02:47.362,Located_Indoors,Expert,Behavioral Parameters,,
2022-02-21 23:02:50.362,2022-02-21 23:03:43.362,Located_Indoors,Expert,Behavioral Parameters,,
2022-02-21 23:03:55.362,2022-02-21 23:04:04.362,Located_Indoors,Expert,Behavioral Parameters,,
2022-02-21 23:04:06.362,2022-02-21 23:05:29.350,Located_Indoors,Expert,Behavioral Parameters,,
2022-02-21 23:05:31.350,2022-02-21 23:06:36.350,Located_Indoors/Holding_Drink,Expert,Behavioral Parameters,,
2022-02-21 23:06:41.350,2022-02-21 23:07:42.350,Located_Indoors/Holding_Drink,Expert,Behavioral Parameters,,
2022-02-21 23:07:46.350,2022-02-21 23:07:58.337,Located_Indoors,Expert,Behavioral Parameters,,
2022-02-21 23:08:00.337,2022-02-21 23:10:05.337,Located_Indoors/Browsing_Computer,Expert,Behavioral Parameters,,
2022-02-21 23:10:21.337,2022-02-21 23:11:01.325,Located_Indoors/Browsing_Computer/Texting/Browsing_Phone,Expert,Behavioral Parameters,,
2022-02-21 23:11:11.325,2022-02-21 23:20:55.287,Located_Indoors,Expert,Behavioral Parameters,,
2022-02-21 23:21:01.287,2022-02-21 23:22:05.287,Located_Indoors,Expert,Behavioral Parameters,,
2022-02-21 23:22:07.287,2022-02-21 23:27:11.262,Located_Indoors/Holding_Other_Object_Light,Expert,Behavioral Parameters,,
2022-02-21 23:27:26.262,2022-02-21 23:34:10.237,Located_Indoors,Expert,Behavioral Parameters,,
2022-02-21 23:34:11.237,2022-02-21 23:34:40.237,Located_Indoors/Texting/Browsing_Phone,Expert,Behavioral Parameters,,
2022-02-21 23:34:46.225,2022-02-21 23:36:24.225,Located_Indoors/Browsing_Computer,Expert,Behavioral Parameters,,
2022-02-21 23:36:35.225,2022-02-21 23:37:50.212,Located_Indoors/Texting/Browsing_Phone,Expert,Behavioral Parameters,,
2022-02-21 23:37:58.212,2022-02-21 23:38:01.212,Located_Indoors/Texting/Browsing_Phone,Expert,Behavioral Parameters,,
