START_TIME,STOP_TIME,PREDICTION,SOURCE,LABELSET,VIDEO_START_TIME,VIDEO_STOP_TIME
2022-02-21 20:31:30.000,2022-02-21 20:34:33.987,HLB_Unlabeled,Expert,HIGH LEVEL BEHAVIOR,,
2022-02-21 20:34:45.987,2022-02-21 20:35:37.987,HLB_Unlabeled,Expert,HIGH LEVEL BEHAVIOR,,
2022-02-21 20:35:38.987,2022-02-21 20:35:51.987,HLB_Unlabeled,Expert,HIGH LEVEL BEHAVIOR,,
2022-02-21 20:35:57.987,2022-02-21 20:39:26.962,HLB_Unlabeled,Expert,HIGH LEVEL BEHAVIOR,,
2022-02-21 20:39:32.962,2022-02-21 20:41:46.962,HLB_Unlabeled,Expert,HIGH LEVEL BEHAVIOR,,
2022-02-21 20:41:47.962,2022-02-21 21:09:03.837,WatchingTV/Movies,Expert,HIGH LEVEL BEHAVIOR,,
2022-02-21 21:09:07.837,2022-02-21 21:09:52.837,WatchingTV/Movies,Expert,HIGH LEVEL BEHAVIOR,,
2022-02-21 21:09:54.837,2022-02-21 21:10:58.837,WatchingTV/Movies,Expert,HIGH LEVEL BEHAVIOR,,
2022-02-21 21:10:59.837,2022-02-21 21:11:20.837,WatchingTV/Movies,Expert,HIGH LEVEL BEHAVIOR,,
2022-02-21 21:11:22.837,2022-02-21 21:22:02.787,WatchingTV/Movies,Expert,HIGH LEVEL BEHAVIOR,,
2022-02-21 21:22:03.787,2022-02-21 21:22:14.787,WatchingTV/Movies,Expert,HIGH LEVEL BEHAVIOR,,
2022-02-21 21:22:39.787,2022-02-21 21:23:28.787,WatchingTV/Movies,Expert,HIGH LEVEL BEHAVIOR,,
2022-02-21 21:23:28.787,2022-02-21 21:23:34.787,WatchingTV/Movies,Expert,HIGH LEVEL BEHAVIOR,,
2022-02-21 21:23:37.787,2022-02-21 21:25:21.775,HLB_Unlabeled,Expert,HIGH LEVEL BEHAVIOR,,
2022-02-21 21:25:23.775,2022-02-21 21:25:44.775,In_Transit_Active,Expert,HIGH LEVEL BEHAVIOR,,
2022-02-21 21:25:56.775,2022-02-21 21:26:13.775,In_Transit_Active/Riding_Elevator_Down,Expert,HIGH LEVEL BEHAVIOR,,
2022-02-21 21:26:15.775,2022-02-21 21:26:34.775,In_Transit_Active,Expert,HIGH LEVEL BEHAVIOR,,
2022-02-21 21:26:37.775,2022-02-21 21:26:54.762,In_Transit_Active,Expert,HIGH LEVEL BEHAVIOR,,
