START_TIME,STOP_TIME,PREDICTION,SOURCE,LABELSET,VIDEO_START_TIME,VIDEO_STOP_TIME
2022-01-31 20:17:37.512,2022-01-31 20:17:44.512,Located_Indoors,annotator,Behavioral Parameters,,
2022-01-31 20:17:44.512,2022-01-31 20:18:10.512,Located_Indoors,annotator,Behavioral Parameters,,
2022-01-31 20:18:10.512,2022-01-31 20:18:17.512,Located_Indoors,annotator,Behavioral Parameters,,
2022-01-31 20:18:17.512,2022-01-31 20:19:57.500,Located_Indoors/In_Conversation,annotator,Behavioral Parameters,,
2022-01-31 20:19:57.500,2022-01-31 20:20:29.500,Located_Indoors/In_Conversation/Holding_Other_Object_Light,annotator,Behavioral Parameters,,
2022-01-31 20:20:29.500,2022-01-31 20:31:38.437,Located_Indoors,annotator,Behavioral Parameters,,
2022-01-31 20:31:52.437,2022-01-31 20:33:03.437,Located_Indoors,annotator,Behavioral Parameters,,
2022-01-31 20:33:03.437,2022-01-31 20:33:52.425,Located_Indoors/Holding_Other_Object_Light,annotator,Behavioral Parameters,,
2022-01-31 20:33:52.425,2022-01-31 20:35:28.425,Located_Indoors,annotator,Behavioral Parameters,,
2022-01-31 20:35:28.425,2022-01-31 20:36:40.412,Located_Indoors,annotator,Behavioral Parameters,,
2022-01-31 20:36:40.412,2022-01-31 20:38:14.412,Located_Indoors/In_Conversation,annotator,Behavioral Parameters,,
2022-01-31 20:38:15.412,2022-01-31 20:38:26.400,Located_Indoors/In_Conversation/Holding_Other_Object_Light,annotator,Behavioral Parameters,,
2022-01-31 20:38:26.400,2022-01-31 20:38:48.400,Located_Indoors,annotator,Behavioral Parameters,,
2022-01-31 20:38:48.400,2022-01-31 20:47:58.362,Located_Indoors/Texting/Browsing_Phone,annotator,Behavioral Parameters,,
2022-01-31 20:47:58.362,2022-01-31 20:49:14.350,Located_Indoors,annotator,Behavioral Parameters,,
2022-01-31 20:49:14.350,2022-01-31 21:04:02.275,Located_Indoors/Texting/Browsing_Phone,annotator,Behavioral Parameters,,
2022-01-31 21:04:11.275,2022-01-31 21:07:23.262,Located_Indoors,annotator,Behavioral Parameters,,
2022-01-31 21:07:23.262,2022-01-31 21:10:06.250,Located_Indoors/In_Conversation,annotator,Behavioral Parameters,,
2022-01-31 21:10:06.250,2022-01-31 21:10:43.237,Located_Indoors/Texting/Browsing_Phone,annotator,Behavioral Parameters,,
2022-01-31 21:10:56.237,2022-01-31 21:11:30.237,Located_Indoors/Holding_Other_Object_Light,annotator,Behavioral Parameters,,
2022-01-31 21:11:30.237,2022-01-31 21:12:33.237,Located_Indoors/Holding_Other_Object_Light,annotator,Behavioral Parameters,,
2022-01-31 21:12:33.237,2022-01-31 21:12:51.237,Located_Indoors/Holding_Other_Object_Heavy/In_Conversation,annotator,Behavioral Parameters,,
2022-01-31 21:12:51.237,2022-01-31 21:13:29.225,Located_Indoors/Holding_Other_Object_Heavy,annotator,Behavioral Parameters,,
2022-01-31 21:13:29.225,2022-01-31 21:13:53.225,Located_Indoors/Holding_Other_Object_Heavy/Texting/Browsing_Phone,annotator,Behavioral Parameters,,
2022-01-31 21:13:53.225,2022-01-31 21:14:04.225,Located_Indoors/Holding_Other_Object_Heavy/Texting/Browsing_Phone,annotator,Behavioral Parameters,,
2022-01-31 21:14:04.225,2022-01-31 21:14:42.225,Holding_Other_Object_Heavy/Located_Outdoors,annotator,Behavioral Parameters,,
2022-01-31 21:14:42.225,2022-01-31 21:14:53.225,Holding_Other_Object_Heavy/Located_Outdoors/Texting/Browsing_Phone,annotator,Behavioral Parameters,,
2022-01-31 21:14:53.225,2022-01-31 21:17:26.212,Holding_Other_Object_Heavy/Located_Outdoors,annotator,Behavioral Parameters,,
2022-01-31 21:17:47.212,2022-01-31 21:19:00.200,Located_Outdoors,annotator,Behavioral Parameters,,
2022-01-31 21:19:01.200,2022-01-31 21:22:20.187,Located_Outdoors/Texting/Browsing_Phone,annotator,Behavioral Parameters,,
2022-01-31 21:22:20.187,2022-01-31 21:28:34.150,Located_Outdoors,annotator,Behavioral Parameters,,
2022-01-31 21:28:35.150,2022-01-31 21:29:02.150,Located_Outdoors,annotator,Behavioral Parameters,,
2022-01-31 21:29:02.150,2022-01-31 21:29:56.150,Located_Outdoors/Holding_Other_Object_Heavy,annotator,Behavioral Parameters,,
2022-01-31 21:29:56.150,2022-01-31 21:30:06.150,Located_Outdoors/Holding_Other_Object_Heavy,annotator,Behavioral Parameters,,
2022-01-31 21:30:06.150,2022-01-31 21:30:14.150,Located_Outdoors/Holding_Other_Object_Heavy,annotator,Behavioral Parameters,,
2022-01-31 21:30:14.150,2022-01-31 21:30:26.150,Holding_Other_Object_Heavy/Located_Indoors,annotator,Behavioral Parameters,,
2022-01-31 21:30:26.150,2022-01-31 21:30:35.137,Holding_Other_Object_Heavy/Located_Indoors/Holding_Drink,annotator,Behavioral Parameters,,
2022-01-31 21:30:35.137,2022-01-31 21:30:45.137,Holding_Other_Object_Heavy/Located_Indoors,annotator,Behavioral Parameters,,
2022-01-31 21:30:45.137,2022-01-31 21:31:03.137,Holding_Other_Object_Heavy/Located_Indoors,annotator,Behavioral Parameters,,
2022-01-31 21:31:27.137,2022-01-31 21:32:14.137,Located_Indoors,annotator,Behavioral Parameters,,
2022-01-31 21:32:14.137,2022-01-31 21:32:26.137,Located_Indoors/Holding_Drink,annotator,Behavioral Parameters,,
2022-01-31 21:32:26.137,2022-01-31 21:33:02.137,Located_Indoors,annotator,Behavioral Parameters,,
2022-01-31 21:33:02.137,2022-01-31 21:33:31.125,Located_Indoors,annotator,Behavioral Parameters,,
2022-01-31 21:33:31.125,2022-01-31 21:34:55.125,Located_Indoors/Holding_Drink/Holding_Other_Object_Light,annotator,Behavioral Parameters,,
2022-01-31 21:34:55.125,2022-01-31 21:35:17.125,Located_Indoors,annotator,Behavioral Parameters,,
2022-01-31 21:35:17.125,2022-01-31 21:36:48.112,Located_Indoors/Texting/Browsing_Phone,annotator,Behavioral Parameters,,
