timestamp,AUC_sum,DATETIME,label_wake
1650938400.0,108.77984999999998,2022-04-25 22:00:00,1
1650938410.0,49.29474299999999,2022-04-25 22:00:10,1
1650938420.0,28.86064500000003,2022-04-25 22:00:20,1
1650938430.0,157.880647,2022-04-25 22:00:30,1
1650938440.0,525.458128,2022-04-25 22:00:40,1
1650938450.0,168.243385,2022-04-25 22:00:50,1
1650938460.0,113.418384,2022-04-25 22:01:00,1
1650938470.0,124.241674,2022-04-25 22:01:10,1
1650938480.0,508.401535,2022-04-25 22:01:20,1
1650938490.0,199.68857,2022-04-25 22:01:30,1
1650938500.0,728.162193,2022-04-25 22:01:40,1
1650938510.0,781.37162,2022-04-25 22:01:50,1
1650938520.0,505.187742,2022-04-25 22:02:00,1
1650938530.0,412.745685,2022-04-25 22:02:10,1
1650938540.0,566.666147,2022-04-25 22:02:20,1
1650938550.0,539.34082,2022-04-25 22:02:30,1
1650938560.0,477.433458,2022-04-25 22:02:40,1
1650938570.0,532.080512,2022-04-25 22:02:50,1
1650938580.0,429.298926,2022-04-25 22:03:00,1
1650938590.0,795.6321820000001,2022-04-25 22:03:10,1
1650938600.0,552.110851,2022-04-25 22:03:20,1
1650938610.0,536.373914,2022-04-25 22:03:30,1
1650938620.0,771.33988,2022-04-25 22:03:40,1
1650938630.0,532.950375,2022-04-25 22:03:50,1
1650938640.0,528.0519380000001,2022-04-25 22:04:00,1
1650938650.0,646.3532260000001,2022-04-25 22:04:10,1
1650938660.0,395.839543,2022-04-25 22:04:20,1
1650938670.0,273.694913,2022-04-25 22:04:30,1
1650938680.0,288.878745,2022-04-25 22:04:40,1
1650938690.0,313.842765,2022-04-25 22:04:50,1
1650938700.0,288.343615,2022-04-25 22:05:00,1
1650938710.0,292.449635,2022-04-25 22:05:10,1
1650938720.0,146.289763,2022-04-25 22:05:20,1
1650938730.0,1723.089044,2022-04-25 22:05:30,1
1650938740.0,1196.567502,2022-04-25 22:05:40,1
1650938750.0,874.337623,2022-04-25 22:05:50,1
1650938760.0,1473.671283,2022-04-25 22:06:00,1
1650938770.0,517.814917,2022-04-25 22:06:10,1
1650938780.0,552.480902,2022-04-25 22:06:20,1
1650938790.0,241.661816,2022-04-25 22:06:30,1
1650938800.0,533.351484,2022-04-25 22:06:40,1
1650938810.0,580.322226,2022-04-25 22:06:50,1
1650938820.0,486.128211,2022-04-25 22:07:00,1
1650938830.0,500.964031,2022-04-25 22:07:10,1
1650938840.0,678.317239,2022-04-25 22:07:20,1
1650938850.0,472.871057,2022-04-25 22:07:30,1
1650938860.0,700.276796,2022-04-25 22:07:40,1
1650938870.0,338.913287,2022-04-25 22:07:50,1
1650938880.0,879.164983,2022-04-25 22:08:00,1
1650938890.0,511.932284,2022-04-25 22:08:10,1
1650938900.0,345.266169,2022-04-25 22:08:20,1
1650938910.0,374.817127,2022-04-25 22:08:30,1
1650938920.0,483.686942,2022-04-25 22:08:40,1
1650938930.0,196.349223,2022-04-25 22:08:50,1
1650938940.0,809.5732810000001,2022-04-25 22:09:00,1
1650938950.0,732.547477,2022-04-25 22:09:10,1
1650938960.0,484.239414,2022-04-25 22:09:20,1
1650938970.0,552.417836,2022-04-25 22:09:30,1
1650938980.0,575.827356,2022-04-25 22:09:40,1
1650938990.0,779.871059,2022-04-25 22:09:50,1
1650939000.0,445.907261,2022-04-25 22:10:00,1
1650939010.0,443.014175,2022-04-25 22:10:10,1
1650939020.0,695.037659,2022-04-25 22:10:20,1
1650939030.0,649.821506,2022-04-25 22:10:30,1
1650939040.0,649.800826,2022-04-25 22:10:40,1
1650939050.0,545.445374,2022-04-25 22:10:50,1
1650939060.0,357.678312,2022-04-25 22:11:00,1
1650939070.0,494.507411,2022-04-25 22:11:10,1
1650939080.0,544.832278,2022-04-25 22:11:20,1
1650939090.0,426.250556,2022-04-25 22:11:30,1
1650939100.0,561.136449,2022-04-25 22:11:40,1
1650939110.0,332.893212,2022-04-25 22:11:50,1
1650939120.0,434.241276,2022-04-25 22:12:00,1
1650939130.0,368.090243,2022-04-25 22:12:10,1
1650939140.0,363.925933,2022-04-25 22:12:20,1
1650939150.0,473.912358,2022-04-25 22:12:30,1
1650939160.0,531.641648,2022-04-25 22:12:40,1
1650939170.0,441.704086,2022-04-25 22:12:50,1
1650939180.0,646.097446,2022-04-25 22:13:00,1
1650939190.0,551.040802,2022-04-25 22:13:10,1
1650939200.0,753.046288,2022-04-25 22:13:20,1
1650939210.0,1017.38287,2022-04-25 22:13:30,1
1650939220.0,311.953926,2022-04-25 22:13:40,1
1650939230.0,667.917419,2022-04-25 22:13:50,1
1650939240.0,231.339143,2022-04-25 22:14:00,1
