start,end,type,night
1650680710.0,1650680970.0,wake,2022-04-23
1650681560.0,1650682580.0,wake,2022-04-23
1650682900.0,1650682970.0,wake,2022-04-23
1650684660.0,1650684940.0,wake,2022-04-23
1650698330.0,1650698430.0,wake,2022-04-23
1650708230.0,1650708240.0,wake,2022-04-23
1650717370.0,1650717430.0,wake,2022-04-23
1650718340.0,1650718540.0,wake,2022-04-23
1650719320.0,1650719500.0,wake,2022-04-23
1650679380.0,1650679390.0,motion,2022-04-23
1650679700.0,1650679720.0,motion,2022-04-23
1650680180.0,1650680190.0,motion,2022-04-23
1650680660.0,1650680950.0,motion,2022-04-23
1650681340.0,1650682580.0,motion,2022-04-23
1650682890.0,1650683180.0,motion,2022-04-23
1650683590.0,1650683840.0,motion,2022-04-23
1650684170.0,1650684210.0,motion,2022-04-23
1650684620.0,1650684980.0,motion,2022-04-23
1650686980.0,1650687000.0,motion,2022-04-23
1650688600.0,1650688620.0,motion,2022-04-23
1650691760.0,1650691780.0,motion,2022-04-23
1650693560.0,1650693850.0,motion,2022-04-23
1650695410.0,1650695650.0,motion,2022-04-23
1650695960.0,1650695980.0,motion,2022-04-23
1650696540.0,1650696570.0,motion,2022-04-23
1650696960.0,1650696970.0,motion,2022-04-23
1650697610.0,1650697650.0,motion,2022-04-23
1650698010.0,1650698410.0,motion,2022-04-23
1650701010.0,1650701040.0,motion,2022-04-23
1650701530.0,1650701870.0,motion,2022-04-23
1650704840.0,1650704870.0,motion,2022-04-23
1650707110.0,1650707120.0,motion,2022-04-23
1650707890.0,1650708190.0,motion,2022-04-23
1650709640.0,1650709660.0,motion,2022-04-23
1650714560.0,1650714910.0,motion,2022-04-23
1650717320.0,1650717650.0,motion,2022-04-23
1650718110.0,1650718520.0,motion,2022-04-23
1650719260.0,1650719460.0,motion,2022-04-23
1650720070.0,1650720100.0,motion,2022-04-23
1650720990.0,1650721020.0,motion,2022-04-23
1650721760.0,1650721780.0,motion,2022-04-23
1650722880.0,1650722900.0,motion,2022-04-23
1650723420.0,1650723450.0,motion,2022-04-23
1650724990.0,1650725310.0,motion,2022-04-23
1650725720.0,1650725960.0,motion,2022-04-23
1650592890.0,1650595170.0,wake,2022-04-22
1650595960.0,1650596340.0,wake,2022-04-22
1650597890.0,1650598240.0,wake,2022-04-22
1650599770.0,1650600250.0,wake,2022-04-22
1650626490.0,1650626560.0,wake,2022-04-22
1650627000.0,1650627090.0,wake,2022-04-22
1650631420.0,1650631830.0,wake,2022-04-22
1650632280.0,1650632450.0,wake,2022-04-22
1650636870.0,1650636920.0,wake,2022-04-22
1650637830.0,1650639510.0,wake,2022-04-22
1650592820.0,1650595340.0,motion,2022-04-22
1650595840.0,1650596280.0,motion,2022-04-22
1650596610.0,1650596760.0,motion,2022-04-22
1650597110.0,1650597350.0,motion,2022-04-22
1650597710.0,1650598810.0,motion,2022-04-22
1650599330.0,1650600620.0,motion,2022-04-22
1650602540.0,1650602560.0,motion,2022-04-22
1650606610.0,1650606630.0,motion,2022-04-22
1650607480.0,1650607510.0,motion,2022-04-22
1650610810.0,1650610830.0,motion,2022-04-22
