start,end,type,night
1650334740.0,1650334880.0,wake,2022-04-19
1650335750.0,1650336450.0,wake,2022-04-19
1650339090.0,1650339350.0,wake,2022-04-19
1650339850.0,1650339950.0,wake,2022-04-19
1650340280.0,1650341290.0,wake,2022-04-19
1650341810.0,1650342550.0,wake,2022-04-19
1650343000.0,1650343030.0,wake,2022-04-19
1650343700.0,1650343770.0,wake,2022-04-19
1650344680.0,1650345490.0,wake,2022-04-19
1650345990.0,1650346140.0,wake,2022-04-19
1650346690.0,1650346720.0,wake,2022-04-19
1650357500.0,1650357710.0,wake,2022-04-19
1650360440.0,1650360660.0,wake,2022-04-19
1650361520.0,1650362420.0,wake,2022-04-19
1650362830.0,1650363060.0,wake,2022-04-19
1650363680.0,1650363840.0,wake,2022-04-19
1650367480.0,1650367610.0,wake,2022-04-19
1650368050.0,1650369760.0,wake,2022-04-19
1650371060.0,1650371940.0,wake,2022-04-19
1650372930.0,1650373760.0,wake,2022-04-19
1650374170.0,1650374370.0,wake,2022-04-19
1650374740.0,1650375050.0,wake,2022-04-19
1650375530.0,1650377080.0,wake,2022-04-19
1650378280.0,1650378380.0,wake,2022-04-19
1650378730.0,1650379300.0,wake,2022-04-19
1650379690.0,1650380210.0,wake,2022-04-19
1650333620.0,1650334040.0,motion,2022-04-19
1650334660.0,1650335120.0,motion,2022-04-19
1650335540.0,1650336620.0,motion,2022-04-19
1650339050.0,1650341410.0,motion,2022-04-19
1650341780.0,1650343020.0,motion,2022-04-19
1650343360.0,1650343750.0,motion,2022-04-19
1650344640.0,1650346250.0,motion,2022-04-19
1650346660.0,1650346710.0,motion,2022-04-19
1650347360.0,1650347390.0,motion,2022-04-19
1650348270.0,1650348300.0,motion,2022-04-19
1650357450.0,1650357990.0,motion,2022-04-19
1650358310.0,1650359110.0,motion,2022-04-19
1650359440.0,1650359660.0,motion,2022-04-19
1650359980.0,1650359990.0,motion,2022-04-19
1650360400.0,1650362420.0,motion,2022-04-19
1650362780.0,1650363840.0,motion,2022-04-19
1650364740.0,1650364780.0,motion,2022-04-19
1650365590.0,1650365660.0,motion,2022-04-19
1650367440.0,1650370190.0,motion,2022-04-19
1650370510.0,1650377050.0,motion,2022-04-19
1650377780.0,1650380220.0,motion,2022-04-19
1650247340.0,1650247740.0,wake,2022-04-18
1650248170.0,1650249480.0,wake,2022-04-18
1650249980.0,1650249990.0,wake,2022-04-18
1650250470.0,1650251050.0,wake,2022-04-18
1650254250.0,1650254360.0,wake,2022-04-18
1650256820.0,1650256920.0,wake,2022-04-18
1650257490.0,1650257700.0,wake,2022-04-18
1650260050.0,1650260160.0,wake,2022-04-18
1650261970.0,1650262140.0,wake,2022-04-18
