timestamp,is_motion
1638241200.0,0
1638241210.0,0
1638241220.0,0
1638241230.0,0
1638241240.0,0
1638241250.0,0
1638241260.0,0
1638241270.0,0
1638241280.0,0
1638241290.0,1
1638241300.0,1
1638241310.0,1
1638241320.0,1
1638241330.0,1
1638241340.0,1
1638241350.0,1
1638241360.0,1
1638241370.0,1
1638241380.0,1
1638241390.0,1
1638241400.0,1
1638241410.0,1
1638241420.0,1
1638241430.0,1
1638241440.0,1
1638241450.0,1
1638241460.0,1
1638241470.0,1
1638241480.0,1
1638241490.0,1
1638241500.0,1
1638241510.0,1
1638241520.0,1
1638241530.0,1
1638241540.0,1
1638241550.0,0
1638241560.0,0
1638241570.0,1
1638241580.0,1
1638241590.0,1
1638241600.0,1
1638241610.0,1
1638241620.0,1
1638241630.0,1
1638241640.0,0
1638241650.0,0
1638241660.0,1
1638241670.0,0
1638241680.0,0
1638241690.0,0
1638241700.0,0
1638241710.0,0
1638241720.0,0
1638241730.0,0
1638241740.0,0
1638241750.0,0
1638241760.0,0
1638241770.0,0
1638241780.0,0
1638241790.0,0
1638241800.0,0
1638241810.0,0
1638241820.0,0
1638241830.0,0
1638241840.0,0
1638241850.0,0
1638241860.0,0
1638241870.0,1
1638241880.0,1
1638241890.0,1
1638241900.0,1
1638241910.0,1
1638241920.0,1
1638241930.0,1
1638241940.0,1
1638241950.0,1
1638241960.0,1
1638241970.0,1
1638241980.0,1
1638241990.0,1
1638242000.0,1
1638242010.0,1
1638242020.0,1
1638242030.0,0
1638242040.0,0
1638242050.0,0
1638242060.0,0
1638242070.0,0
1638242080.0,0
1638242090.0,1
1638242100.0,1
1638242110.0,1
1638242120.0,1
1638242130.0,1
1638242140.0,1
1638242150.0,1
1638242160.0,1
1638242170.0,1
1638242180.0,0
1638242190.0,0
1638242200.0,0
1638242210.0,0
1638242220.0,0
1638242230.0,0
1638242240.0,0
1638242250.0,0
1638242260.0,0
1638242270.0,0
1638242280.0,0
1638242290.0,0
1638242300.0,0
1638242310.0,0
1638242320.0,0
1638242330.0,0
1638242340.0,0
1638242350.0,0
1638242360.0,0
1638242370.0,0
1638242380.0,0
1638242390.0,0
1638242400.0,0
1638242410.0,0
1638242420.0,0
1638242430.0,0
1638242440.0,0
1638242450.0,0
1638242460.0,0
1638242470.0,0
1638242480.0,0
1638242490.0,0
1638242500.0,0
1638242510.0,0
1638242520.0,0
1638242530.0,0
1638242540.0,0
1638242550.0,0
1638242560.0,0
1638242570.0,0
1638242580.0,0
1638242590.0,0
1638242600.0,0
1638242610.0,0
1638242620.0,0
1638242630.0,0
1638242640.0,0
1638242650.0,0
1638242660.0,0
1638242670.0,0
1638242680.0,0
1638242690.0,0
1638242700.0,0
1638242710.0,0
1638242720.0,0
1638242730.0,0
1638242740.0,1
1638242750.0,1
1638242760.0,1
1638242770.0,1
1638242780.0,1
1638242790.0,1
1638242800.0,1
1638242810.0,0
1638242820.0,0
1638242830.0,0
1638242840.0,0
1638242850.0,0
1638242860.0,0
1638242870.0,0
1638242880.0,0
1638242890.0,0
1638242900.0,1
1638242910.0,1
1638242920.0,1
1638242930.0,1
1638242940.0,1
1638242950.0,1
1638242960.0,1
1638242970.0,1
1638242980.0,1
1638242990.0,1
1638243000.0,1
1638243010.0,1
1638243020.0,1
1638243030.0,1
1638243040.0,1
1638243050.0,1
1638243060.0,1
1638243070.0,1
1638243080.0,1
1638243090.0,1
1638243100.0,0
1638243110.0,0
1638243120.0,0
1638243130.0,0
1638243140.0,0
1638243150.0,0
1638243160.0,0
1638243170.0,0
1638243180.0,0
1638243190.0,0
1638243200.0,0
1638243210.0,0
1638243220.0,0
1638243230.0,0
1638243240.0,0
1638243250.0,0
1638243260.0,0
1638243270.0,0
1638243280.0,0
1638243290.0,0
1638243300.0,0
1638243310.0,0
1638243320.0,0
1638243330.0,0
1638243340.0,0
1638243350.0,0
1638243360.0,0
1638243370.0,0
1638243380.0,0
1638243390.0,0
1638243400.0,0
1638243410.0,0
1638243420.0,0
1638243430.0,0
1638243440.0,0
1638243450.0,0
1638243460.0,0
1638243470.0,0
1638243480.0,0
1638243490.0,0
1638243500.0,0
1638243510.0,0
1638243520.0,0
1638243530.0,0
1638243540.0,0
1638243550.0,0
1638243560.0,0
1638243570.0,0
1638243580.0,0
1638243590.0,0
1638243600.0,0
1638243610.0,0
1638243620.0,0
1638243630.0,0
1638243640.0,0
1638243650.0,0
1638243660.0,0
1638243670.0,0
1638243680.0,0
1638243690.0,0
1638243700.0,0
1638243710.0,0
1638243720.0,0
1638243730.0,0
1638243740.0,0
1638243750.0,0
1638243760.0,0
1638243770.0,0
1638243780.0,0
1638243790.0,0
1638243800.0,0
1638243810.0,0
1638243820.0,0
1638243830.0,0
1638243840.0,0
1638243850.0,0
1638243860.0,0
1638243870.0,0
1638243880.0,0
1638243890.0,0
1638243900.0,0
1638243910.0,0
1638243920.0,0
1638243930.0,0
1638243940.0,0
1638243950.0,0
1638243960.0,0
1638243970.0,0
1638243980.0,0
1638243990.0,0
1638244000.0,0
1638244010.0,0
1638244020.0,0
1638244030.0,0
1638244040.0,0
1638244050.0,0
1638244060.0,0
1638244070.0,0
1638244080.0,0
1638244090.0,0
1638244100.0,0
1638244110.0,0
1638244120.0,0
1638244130.0,0
1638244140.0,0
1638244150.0,0
1638244160.0,0
1638244170.0,0
1638244180.0,0
1638244190.0,0
1638244200.0,0
1638244210.0,0
1638244220.0,0
1638244230.0,0
1638244240.0,0
1638244250.0,0
1638244260.0,0
1638244270.0,0
1638244280.0,0
1638244290.0,0
1638244300.0,0
1638244310.0,0
1638244320.0,0
1638244330.0,0
1638244340.0,0
1638244350.0,0
1638244360.0,0
1638244370.0,0
1638244380.0,0
1638244390.0,0
1638244400.0,0
1638244410.0,0
1638244420.0,0
1638244430.0,0
1638244440.0,0
1638244450.0,0
1638244460.0,0
1638244470.0,0
1638244480.0,0
1638244490.0,0
1638244500.0,0
1638244510.0,0
1638244520.0,0
1638244530.0,0
1638244540.0,0
1638244550.0,0
1638244560.0,0
1638244570.0,0
1638244580.0,0
1638244590.0,0
1638244600.0,0
1638244610.0,0
1638244620.0,0
1638244630.0,0
1638244640.0,0
1638244650.0,0
1638244660.0,0
1638244670.0,0
1638244680.0,0
1638244690.0,0
1638244700.0,0
1638244710.0,0
1638244720.0,0
1638244730.0,0
1638244740.0,0
1638244750.0,0
1638244760.0,0
1638244770.0,0
1638244780.0,0
1638244790.0,0
1638244800.0,0
1638244810.0,0
1638244820.0,0
1638244830.0,0
1638244840.0,0
1638244850.0,0
1638244860.0,0
1638244870.0,0
1638244880.0,0
1638244890.0,0
1638244900.0,0
1638244910.0,0
1638244920.0,0
1638244930.0,0
1638244940.0,0
1638244950.0,0
1638244960.0,0
1638244970.0,0
1638244980.0,0
1638244990.0,0
1638245000.0,0
1638245010.0,0
1638245020.0,0
1638245030.0,0
1638245040.0,1
1638245050.0,1
1638245060.0,1
1638245070.0,1
1638245080.0,1
1638245090.0,1
1638245100.0,1
1638245110.0,1
1638245120.0,1
1638245130.0,1
1638245140.0,1
1638245150.0,1
1638245160.0,1
1638245170.0,1
1638245180.0,1
1638245190.0,1
1638245200.0,1
1638245210.0,1
1638245220.0,0
1638245230.0,0
1638245240.0,0
1638245250.0,0
1638245260.0,0
1638245270.0,0
1638245280.0,0
1638245290.0,0
1638245300.0,0
1638245310.0,0
1638245320.0,0
1638245330.0,0
1638245340.0,0
1638245350.0,1
1638245360.0,1
1638245370.0,1
1638245380.0,1
1638245390.0,1
1638245400.0,1
1638245410.0,1
1638245420.0,1
1638245430.0,1
1638245440.0,1
1638245450.0,1
1638245460.0,1
1638245470.0,1
1638245480.0,1
1638245490.0,1
1638245500.0,1
1638245510.0,1
1638245520.0,1
1638245530.0,1
1638245540.0,1
1638245550.0,1
1638245560.0,1
1638245570.0,1
1638245580.0,1
1638245590.0,1
1638245600.0,1
1638245610.0,1
1638245620.0,1
1638245630.0,1
1638245640.0,1
1638245650.0,1
1638245660.0,1
1638245670.0,1
1638245680.0,1
1638245690.0,1
1638245700.0,1
1638245710.0,1
1638245720.0,0
1638245730.0,0
1638245740.0,0
1638245750.0,0
1638245760.0,0
1638245770.0,0
1638245780.0,0
1638245790.0,0
1638245800.0,0
1638245810.0,0
1638245820.0,0
1638245830.0,0
1638245840.0,0
1638245850.0,0
1638245860.0,0
1638245870.0,0
1638245880.0,0
1638245890.0,0
1638245900.0,0
1638245910.0,0
1638245920.0,0
1638245930.0,0
1638245940.0,0
1638245950.0,0
1638245960.0,1
1638245970.0,1
1638245980.0,1
1638245990.0,1
1638246000.0,1
1638246010.0,1
1638246020.0,1
1638246030.0,1
1638246040.0,1
1638246050.0,1
