timestamp,date,is_wake
1647223200.0,2022-03-13,0
1647223210.0,2022-03-13,0
1647223220.0,2022-03-13,0
1647223230.0,2022-03-13,0
1647223240.0,2022-03-13,0
1647223250.0,2022-03-13,0
1647223260.0,2022-03-13,0
1647223270.0,2022-03-13,0
1647223280.0,2022-03-13,0
1647223290.0,2022-03-13,0
1647223300.0,2022-03-13,0
1647223310.0,2022-03-13,0
1647223320.0,2022-03-13,0
1647223330.0,2022-03-13,0
1647223340.0,2022-03-13,0
1647223350.0,2022-03-13,0
1647223360.0,2022-03-13,0
1647223370.0,2022-03-13,0
1647223380.0,2022-03-13,0
1647223390.0,2022-03-13,0
1647223400.0,2022-03-13,0
1647223410.0,2022-03-13,0
1647223420.0,2022-03-13,0
1647223430.0,2022-03-13,0
1647223440.0,2022-03-13,0
1647223450.0,2022-03-13,0
1647223460.0,2022-03-13,0
1647223470.0,2022-03-13,0
1647223480.0,2022-03-13,0
1647223490.0,2022-03-13,0
1647223500.0,2022-03-13,0
1647223510.0,2022-03-13,0
1647223520.0,2022-03-13,0
1647223530.0,2022-03-13,0
1647223540.0,2022-03-13,0
1647223550.0,2022-03-13,0
1647223560.0,2022-03-13,0
1647223570.0,2022-03-13,0
1647223580.0,2022-03-13,0
1647223590.0,2022-03-13,0
1647223600.0,2022-03-13,0
1647223610.0,2022-03-13,0
1647223620.0,2022-03-13,0
1647223630.0,2022-03-13,0
1647223640.0,2022-03-13,0
1647223650.0,2022-03-13,0
1647223660.0,2022-03-13,0
1647223670.0,2022-03-13,0
1647223680.0,2022-03-13,0
1647223690.0,2022-03-13,0
1647223700.0,2022-03-13,0
1647223710.0,2022-03-13,0
1647223720.0,2022-03-13,0
1647223730.0,2022-03-13,0
1647223740.0,2022-03-13,0
1647223750.0,2022-03-13,0
1647223760.0,2022-03-13,0
1647223770.0,2022-03-13,0
1647223780.0,2022-03-13,0
1647223790.0,2022-03-13,0
1647223800.0,2022-03-13,0
1647223810.0,2022-03-13,0
1647223820.0,2022-03-13,0
1647223830.0,2022-03-13,0
1647223840.0,2022-03-13,0
1647223850.0,2022-03-13,0
1647223860.0,2022-03-13,0
1647223870.0,2022-03-13,0
1647223880.0,2022-03-13,0
1647223890.0,2022-03-13,0
1647223900.0,2022-03-13,0
1647223910.0,2022-03-13,0
1647223920.0,2022-03-13,0
1647223930.0,2022-03-13,0
1647223940.0,2022-03-13,0
1647223950.0,2022-03-13,0
1647223960.0,2022-03-13,0
1647223970.0,2022-03-13,0
1647223980.0,2022-03-13,0
1647223990.0,2022-03-13,0
1647224000.0,2022-03-13,0
1647224010.0,2022-03-13,0
1647224020.0,2022-03-13,0
1647224030.0,2022-03-13,0
1647224040.0,2022-03-13,0
1647224050.0,2022-03-13,0
1647224060.0,2022-03-13,0
1647224070.0,2022-03-13,0
1647224080.0,2022-03-13,0
1647224090.0,2022-03-13,0
1647224100.0,2022-03-13,0
1647224110.0,2022-03-13,0
1647224120.0,2022-03-13,0
1647224130.0,2022-03-13,0
1647224140.0,2022-03-13,0
1647224150.0,2022-03-13,0
1647224160.0,2022-03-13,0
1647224170.0,2022-03-13,0
1647224180.0,2022-03-13,0
1647224190.0,2022-03-13,0
1647224200.0,2022-03-13,0
1647224210.0,2022-03-13,0
1647224220.0,2022-03-13,0
1647224230.0,2022-03-13,0
1647224240.0,2022-03-13,0
1647224250.0,2022-03-13,0
1647224260.0,2022-03-13,0
1647224270.0,2022-03-13,0
1647224280.0,2022-03-13,0
1647224290.0,2022-03-13,0
1647224300.0,2022-03-13,0
1647224310.0,2022-03-13,0
1647224320.0,2022-03-13,0
1647224330.0,2022-03-13,0
1647224340.0,2022-03-13,0
1647224350.0,2022-03-13,0
1647224360.0,2022-03-13,0
1647224370.0,2022-03-13,0
1647224380.0,2022-03-13,0
1647224390.0,2022-03-13,0
1647224400.0,2022-03-13,0
1647224410.0,2022-03-13,0
1647224420.0,2022-03-13,0
1647224430.0,2022-03-13,0
1647224440.0,2022-03-13,0
1647224450.0,2022-03-13,0
1647224460.0,2022-03-13,0
1647224470.0,2022-03-13,0
1647224480.0,2022-03-13,0
1647224490.0,2022-03-13,0
1647224500.0,2022-03-13,0
1647224510.0,2022-03-13,0
1647224520.0,2022-03-13,0
1647224530.0,2022-03-13,0
1647224540.0,2022-03-13,0
1647224550.0,2022-03-13,0
1647224560.0,2022-03-13,0
1647224570.0,2022-03-13,0
1647224580.0,2022-03-13,0
1647224590.0,2022-03-13,0
1647224600.0,2022-03-13,0
1647224610.0,2022-03-13,0
1647224620.0,2022-03-13,0
1647224630.0,2022-03-13,0
1647224640.0,2022-03-13,0
1647224650.0,2022-03-13,0
1647224660.0,2022-03-13,0
1647224670.0,2022-03-13,0
1647224680.0,2022-03-13,0
1647224690.0,2022-03-13,0
1647224700.0,2022-03-13,0
1647224710.0,2022-03-13,0
1647224720.0,2022-03-13,0
1647224730.0,2022-03-13,0
1647224740.0,2022-03-13,0
1647224750.0,2022-03-13,0
1647224760.0,2022-03-13,0
1647224770.0,2022-03-13,0
1647224780.0,2022-03-13,0
1647224790.0,2022-03-13,0
1647224800.0,2022-03-13,0
1647224810.0,2022-03-13,0
1647224820.0,2022-03-13,0
1647224830.0,2022-03-13,0
1647224840.0,2022-03-13,0
1647224850.0,2022-03-13,0
1647224860.0,2022-03-13,0
1647224870.0,2022-03-13,0
1647224880.0,2022-03-13,0
1647224890.0,2022-03-13,0
1647224900.0,2022-03-13,0
1647224910.0,2022-03-13,0
1647224920.0,2022-03-13,0
1647224930.0,2022-03-13,0
1647224940.0,2022-03-13,0
1647224950.0,2022-03-13,0
