START_TIME,STOP_TIME,PREDICTION,SOURCE,LABELSET,VIDEO_START_TIME,VIDEO_STOP_TIME
2022-04-06 11:02:32.550,2022-04-06 11:55:07.437,PA_Type_VideoUnavailable/Indecipherable,annotator,PA TYPE,,
2022-04-06 11:55:10.437,2022-04-06 11:57:31.387,PA_Type_VideoUnavailable/Indecipherable,annotator,PA TYPE,,
2022-04-06 11:57:32.375,2022-04-06 12:00:16.325,PA_Type_VideoUnavailable/Indecipherable,annotator,PA TYPE,,
2022-04-06 12:00:16.325,2022-04-06 12:16:17.987,PA_Type_VideoUnavailable/Indecipherable,annotator,PA TYPE,,
2022-04-06 12:16:26.975,2022-04-06 12:17:11.962,PA_Type_VideoUnavailable/Indecipherable,annotator,PA TYPE,,
2022-04-06 12:17:13.962,2022-04-06 12:17:25.962,Sitting_With_Movement,annotator,PA TYPE,,
2022-04-06 12:17:26.962,2022-04-06 12:17:45.950,Sitting_With_Movement,annotator,PA TYPE,,
2022-04-06 12:17:48.950,2022-04-06 12:20:25.900,Sitting_With_Movement,annotator,PA TYPE,,
2022-04-06 12:20:27.900,2022-04-06 12:20:56.887,Sitting_With_Movement,annotator,PA TYPE,,
2022-04-06 12:20:57.887,2022-04-06 12:22:11.862,Sitting_With_Movement,annotator,PA TYPE,,
2022-04-06 12:22:12.862,2022-04-06 12:22:58.837,Sitting_With_Movement,annotator,PA TYPE,,
2022-04-06 12:23:00.837,2022-04-06 12:23:21.837,Sitting_With_Movement,annotator,PA TYPE,,
2022-04-06 12:23:24.837,2022-04-06 12:23:25.837,Sitting_With_Movement,annotator,PA TYPE,,
2022-04-06 12:23:25.837,2022-04-06 12:23:30.825,Sitting_With_Movement,annotator,PA TYPE,,
2022-04-06 12:23:31.825,2022-04-06 12:24:17.812,Sitting_With_Movement,annotator,PA TYPE,,
2022-04-06 12:24:18.812,2022-04-06 12:24:25.812,Sitting_With_Movement,annotator,PA TYPE,,
2022-04-06 12:24:28.812,2022-04-06 12:25:02.800,Sitting_With_Movement,annotator,PA TYPE,,
2022-04-06 12:25:03.800,2022-04-06 12:25:32.787,Sitting_With_Movement,annotator,PA TYPE,,
2022-04-06 12:25:33.787,2022-04-06 12:28:37.725,Sitting_With_Movement,annotator,PA TYPE,,
2022-04-06 12:28:39.725,2022-04-06 12:29:46.700,Sitting_With_Movement,annotator,PA TYPE,,
2022-04-06 12:29:47.700,2022-04-06 12:31:26.662,Sitting_With_Movement,annotator,PA TYPE,,
2022-04-06 12:31:26.662,2022-04-06 12:33:13.625,Sitting_With_Movement,annotator,PA TYPE,,
2022-04-06 12:33:14.625,2022-04-06 12:34:47.587,Sitting_With_Movement,annotator,PA TYPE,,
2022-04-06 12:34:48.587,2022-04-06 12:36:57.550,Sitting_With_Movement,annotator,PA TYPE,,
2022-04-06 12:36:59.550,2022-04-06 12:37:32.537,Sitting_With_Movement,annotator,PA TYPE,,
2022-04-06 12:37:33.537,2022-04-06 12:37:44.525,Sitting_With_Movement,annotator,PA TYPE,,
