timestamp,is_motion
1651802400.0,0
1651802410.0,0
1651802420.0,0
1651802430.0,0
1651802440.0,0
1651802450.0,0
1651802460.0,0
1651802470.0,0
1651802480.0,0
1651802490.0,0
1651802500.0,0
1651802510.0,0
1651802520.0,0
1651802530.0,0
1651802540.0,0
1651802550.0,0
1651802560.0,0
1651802570.0,0
1651802580.0,0
1651802590.0,0
1651802600.0,0
1651802610.0,0
1651802620.0,0
1651802630.0,0
1651802640.0,0
1651802650.0,1
1651802660.0,1
1651802670.0,1
1651802680.0,0
1651802690.0,0
1651802700.0,0
1651802710.0,1
1651802720.0,0
1651802730.0,0
1651802740.0,0
1651802750.0,0
1651802760.0,0
1651802770.0,0
1651802780.0,0
1651802790.0,0
1651802800.0,0
1651802810.0,0
1651802820.0,0
1651802830.0,0
1651802840.0,0
1651802850.0,0
1651802860.0,0
1651802870.0,0
1651802880.0,0
1651802890.0,0
1651802900.0,0
1651802910.0,0
1651802920.0,0
1651802930.0,0
1651802940.0,0
1651802950.0,0
1651802960.0,0
1651802970.0,0
1651802980.0,0
1651802990.0,0
1651803000.0,1
1651803010.0,1
1651803020.0,1
1651803030.0,1
1651803040.0,1
1651803050.0,1
1651803060.0,1
1651803070.0,1
1651803080.0,1
1651803090.0,1
1651803100.0,1
1651803110.0,1
1651803120.0,1
1651803130.0,1
1651803140.0,1
1651803150.0,1
1651803160.0,1
1651803170.0,1
1651803180.0,1
1651803190.0,1
1651803200.0,1
1651803210.0,1
1651803220.0,1
1651803230.0,1
1651803240.0,1
1651803250.0,1
1651803260.0,1
1651803270.0,1
1651803280.0,1
1651803290.0,0
1651803300.0,0
1651803310.0,0
1651803320.0,0
1651803330.0,0
1651803340.0,0
1651803350.0,0
1651803360.0,0
1651803370.0,0
1651803380.0,0
1651803390.0,0
1651803400.0,0
1651803410.0,0
1651803420.0,0
1651803430.0,0
1651803440.0,0
1651803450.0,0
1651803460.0,0
1651803470.0,0
1651803480.0,0
1651803490.0,0
1651803500.0,0
1651803510.0,0
1651803520.0,0
1651803530.0,0
1651803540.0,0
1651803550.0,0
1651803560.0,0
1651803570.0,1
1651803580.0,1
1651803590.0,1
1651803600.0,1
1651803610.0,1
1651803620.0,1
1651803630.0,1
1651803640.0,1
1651803650.0,1
1651803660.0,1
1651803670.0,1
1651803680.0,1
1651803690.0,1
1651803700.0,1
1651803710.0,1
1651803720.0,1
1651803730.0,1
1651803740.0,1
1651803750.0,1
1651803760.0,1
1651803770.0,1
1651803780.0,1
1651803790.0,1
1651803800.0,1
1651803810.0,1
1651803820.0,1
1651803830.0,1
1651803840.0,1
1651803850.0,1
1651803860.0,1
1651803870.0,1
1651803880.0,1
1651803890.0,1
1651803900.0,1
1651803910.0,1
1651803920.0,1
1651803930.0,1
1651803940.0,1
1651803950.0,1
1651803960.0,1
1651803970.0,1
1651803980.0,1
1651803990.0,1
1651804000.0,1
1651804010.0,1
1651804020.0,1
1651804030.0,1
1651804040.0,1
1651804050.0,1
1651804060.0,1
1651804070.0,1
1651804080.0,1
1651804090.0,1
1651804100.0,1
1651804110.0,1
1651804120.0,1
1651804130.0,1
1651804140.0,1
1651804150.0,1
1651804160.0,1
1651804170.0,0
1651804180.0,0
1651804190.0,0
1651804200.0,0
1651804210.0,0
1651804220.0,0
1651804230.0,0
1651804240.0,0
1651804250.0,0
1651804260.0,0
1651804270.0,0
1651804280.0,0
1651804290.0,0
1651804300.0,1
1651804310.0,1
1651804320.0,1
1651804330.0,1
1651804340.0,1
1651804350.0,1
1651804360.0,1
1651804370.0,1
1651804380.0,1
1651804390.0,1
1651804400.0,1
1651804410.0,1
1651804420.0,1
1651804430.0,1
1651804440.0,1
1651804450.0,1
1651804460.0,1
1651804470.0,1
1651804480.0,1
1651804490.0,1
1651804500.0,1
1651804510.0,1
1651804520.0,1
1651804530.0,1
1651804540.0,1
1651804550.0,1
1651804560.0,1
1651804570.0,1
1651804580.0,1
1651804590.0,1
1651804600.0,1
1651804610.0,1
1651804620.0,1
1651804630.0,1
1651804640.0,1
1651804650.0,1
1651804660.0,1
1651804670.0,1
1651804680.0,1
1651804690.0,1
1651804700.0,1
1651804710.0,1
1651804720.0,1
1651804730.0,1
1651804740.0,1
1651804750.0,1
1651804760.0,1
1651804770.0,0
1651804780.0,0
1651804790.0,0
1651804800.0,1
1651804810.0,1
1651804820.0,1
1651804830.0,1
1651804840.0,1
1651804850.0,1
1651804860.0,1
1651804870.0,1
1651804880.0,1
1651804890.0,1
1651804900.0,1
1651804910.0,1
1651804920.0,1
1651804930.0,1
1651804940.0,1
1651804950.0,1
1651804960.0,1
1651804970.0,1
1651804980.0,1
1651804990.0,1
1651805000.0,0
1651805010.0,0
1651805020.0,0
1651805030.0,1
1651805040.0,1
1651805050.0,0
1651805060.0,0
1651805070.0,0
1651805080.0,0
1651805090.0,0
1651805100.0,0
1651805110.0,0
1651805120.0,0
1651805130.0,1
1651805140.0,1
1651805150.0,1
1651805160.0,1
1651805170.0,1
1651805180.0,1
1651805190.0,1
1651805200.0,1
1651805210.0,1
1651805220.0,1
1651805230.0,1
1651805240.0,1
1651805250.0,1
1651805260.0,1
1651805270.0,1
1651805280.0,1
1651805290.0,1
1651805300.0,1
1651805310.0,1
1651805320.0,1
1651805330.0,1
1651805340.0,1
1651805350.0,1
1651805360.0,1
1651805370.0,1
1651805380.0,1
1651805390.0,1
1651805400.0,1
