timestamp,AUC_sum
1642474800.0,61.832345
1642474810.0,19.946649999999977
1642474820.0,14.428884000000007
1642474830.0,9.417511999999997
1642474840.0,9.947194
1642474850.0,24.316080000000007
1642474860.0,433.737753
1642474870.0,84.245521
1642474880.0,460.180039
1642474890.0,195.374328
1642474900.0,253.480254
1642474910.0,159.386447
1642474920.0,418.386644
1642474930.0,65.91141299999998
1642474940.0,4.443345999999994
1642474950.0,7.29155099999999
1642474960.0,379.606788
1642474970.0,464.601443
1642474980.0,316.078151
1642474990.0,102.245107
1642475000.0,293.080072
1642475010.0,92.161536
1642475020.0,183.268639
1642475030.0,216.786474
1642475040.0,186.915776
1642475050.0,210.892195
1642475060.0,338.17969
1642475070.0,233.841714
1642475080.0,203.267458
1642475090.0,111.711592
1642475100.0,244.274446
1642475110.0,247.032534
1642475120.0,562.836677
1642475130.0,352.020152
1642475140.0,89.139678
1642475150.0,10.600199
1642475160.0,24.24889600000001
1642475170.0,9.946675000000006
1642475180.0,11.816283999999998
1642475190.0,181.163814
1642475200.0,278.529052
1642475210.0,88.48313300000001
1642475220.0,68.032237
1642475230.0,267.99303
1642475240.0,304.243942
1642475250.0,78.405645
1642475260.0,59.86054500000001
1642475270.0,296.328245
1642475280.0,107.674179
1642475290.0,11.72690099999999
1642475300.0,24.872777
1642475310.0,13.551168000000004
1642475320.0,4.894595000000004
1642475330.0,5.630731000000007
1642475340.0,5.6061100000000055
1642475350.0,5.148572000000003
1642475360.0,187.518495
1642475370.0,205.995379
1642475380.0,288.948794
1642475390.0,27.812152000000008
1642475400.0,12.343921000000009
1642475410.0,8.095433999999992
1642475420.0,25.471949
1642475430.0,442.648563
1642475440.0,429.718381
1642475450.0,191.072004
1642475460.0,49.40941400000001
1642475470.0,260.643396
1642475480.0,194.962766
1642475490.0,51.86352899999999
1642475500.0,185.450754
1642475510.0,175.349471
1642475520.0,40.958981
1642475530.0,9.638609
1642475540.0,21.887514
1642475550.0,361.45696
1642475560.0,5.876059999999997
1642475570.0,4.914481999999997
1642475580.0,21.642014000000003
1642475590.0,16.65601800000001
1642475600.0,13.908447999999996
1642475610.0,47.00767900000002
1642475620.0,11.148008000000008
1642475630.0,7.459142000000003
1642475640.0,22.456452
1642475650.0,14.712469000000002
1642475660.0,8.537997999999993
1642475670.0,8.253471000000001
1642475680.0,434.48415
1642475690.0,522.925339
1642475700.0,483.347972
1642475710.0,646.244279
1642475720.0,650.65693
1642475730.0,384.999376
1642475740.0,609.245364
1642475750.0,705.738081
1642475760.0,505.508567
1642475770.0,315.552784
1642475780.0,423.685326
1642475790.0,518.00517
1642475800.0,495.185446
1642475810.0,758.545711
1642475820.0,423.414471
1642475830.0,581.586553
1642475840.0,554.17895
1642475850.0,716.780992
1642475860.0,733.060926
1642475870.0,515.663701
1642475880.0,98.110294
1642475890.0,160.659669
1642475900.0,27.879508000000005
1642475910.0,283.388134
1642475920.0,398.207071
1642475930.0,648.134354
1642475940.0,475.946156
1642475950.0,238.37115
1642475960.0,531.804779
1642475970.0,302.262111
1642475980.0,56.64740700000001
1642475990.0,220.351536
1642476000.0,598.10389
1642476010.0,513.327813
1642476020.0,238.576224
1642476030.0,633.340525
1642476040.0,501.635708
1642476050.0,427.692502
1642476060.0,331.181336
1642476070.0,610.916767
1642476080.0,480.28231
1642476090.0,491.882477
1642476100.0,575.005602
1642476110.0,317.194152
1642476120.0,208.067913
1642476130.0,527.231195
1642476140.0,403.419609
1642476150.0,512.852846
1642476160.0,405.899647
1642476170.0,428.131003
1642476180.0,306.389228
1642476190.0,167.556162
1642476200.0,587.498273
1642476210.0,484.164006
1642476220.0,612.799452
1642476230.0,552.332564
1642476240.0,435.169425
1642476250.0,543.445847
1642476260.0,159.633229
1642476270.0,141.135351
1642476280.0,612.071154
1642476290.0,279.155389
1642476300.0,181.738482
1642476310.0,267.207907
1642476320.0,164.36709000000002
1642476330.0,41.998923
1642476340.0,20.64527599999999
1642476350.0,19.189836999999997
1642476360.0,392.122654
1642476370.0,386.715835
1642476380.0,263.886615
1642476390.0,479.131145
1642476400.0,577.779693
1642476410.0,514.820408
1642476420.0,589.088266
1642476430.0,278.244091
1642476440.0,209.554299
1642476450.0,444.056904
1642476460.0,356.804211
1642476470.0,379.63773
1642476480.0,382.258134
1642476490.0,507.290402
1642476500.0,104.63285
1642476510.0,291.083145
1642476520.0,204.846223
1642476530.0,193.030567
1642476540.0,105.719463
1642476550.0,212.104658
1642476560.0,337.310847
1642476570.0,322.986187
1642476580.0,280.176184
1642476590.0,229.454295
1642476600.0,358.837767
1642476610.0,260.340294
1642476620.0,147.277046
1642476630.0,191.637171
1642476640.0,259.716049
1642476650.0,312.086247
1642476660.0,302.66096
1642476670.0,197.559383
1642476680.0,253.383164
1642476690.0,239.749447
1642476700.0,266.129009
1642476710.0,424.999947
1642476720.0,356.126853
1642476730.0,237.136862
1642476740.0,268.457136
1642476750.0,324.832325
1642476760.0,447.304389
1642476770.0,537.120401
1642476780.0,278.52865
1642476790.0,333.419865
1642476800.0,245.495536
1642476810.0,237.787651
1642476820.0,298.352633
1642476830.0,182.347398
1642476840.0,315.935108
1642476850.0,441.525006
1642476860.0,509.380913
1642476870.0,345.718202
1642476880.0,471.550975
1642476890.0,457.703824
1642476900.0,337.372859
1642476910.0,210.384233
1642476920.0,471.1099
1642476930.0,246.954572
1642476940.0,282.570133
1642476950.0,361.433126
1642476960.0,308.982962
1642476970.0,345.414429
1642476980.0,393.747032
1642476990.0,321.502777
1642477000.0,497.242176
1642477010.0,520.221602
1642477020.0,330.316636
1642477030.0,385.777377
1642477040.0,527.252661
1642477050.0,151.213396
1642477060.0,554.561076
1642477070.0,502.109403
1642477080.0,333.00446
1642477090.0,225.739124
1642477100.0,513.160444
1642477110.0,631.048982
1642477120.0,389.439162
1642477130.0,408.040452
1642477140.0,38.97501499999999
1642477150.0,489.430529
1642477160.0,369.932758
1642477170.0,703.484678
1642477180.0,220.607627
1642477190.0,613.693318
1642477200.0,256.201119
1642477210.0,485.79929
1642477220.0,451.557005
1642477230.0,431.996583
1642477240.0,26.870201999999995
1642477250.0,341.556517
1642477260.0,466.486215
1642477270.0,104.920589
1642477280.0,400.413295
1642477290.0,523.062951
1642477300.0,541.822104
1642477310.0,275.408695
1642477320.0,32.277756
1642477330.0,8.694208999999995
1642477340.0,118.077073
1642477350.0,87.224098
1642477360.0,96.728923
1642477370.0,564.196134
1642477380.0,165.20211999999998
1642477390.0,443.585804
1642477400.0,28.748762000000006
1642477410.0,268.210524
1642477420.0,533.824132
1642477430.0,524.37567
1642477440.0,195.884514
1642477450.0,285.390305
1642477460.0,419.681837
1642477470.0,178.068649
1642477480.0,379.646856
1642477490.0,475.41257
1642477500.0,208.091245
1642477510.0,335.067333
1642477520.0,381.13501
1642477530.0,477.240908
1642477540.0,56.051406
1642477550.0,43.29561400000001
1642477560.0,461.288694
1642477570.0,648.421801
1642477580.0,630.289578
1642477590.0,472.567413
1642477600.0,605.172805
1642477610.0,612.402298
1642477620.0,293.120655
1642477630.0,678.47947
1642477640.0,445.543564
1642477650.0,557.361028
1642477660.0,443.009297
1642477670.0,402.762969
1642477680.0,579.768473
1642477690.0,628.662888
1642477700.0,592.742958
1642477710.0,429.17972
1642477720.0,409.077262
1642477730.0,487.556869
1642477740.0,281.344673
